ID,Hierarchy,Object,Name,ShortName,LongName,Link,Length,Height,Level
GewB_ID160920152711_249,1,FS247,Fassadenstein247,FS247_OFas_BrGe,Fassadenstein247_OFas_BrGe,OFas_BrGe,"0,04","0,16",0
GewB_ID160920152711_250,1,FS248,Fassadenstein248,FS248_OFas_BrGe,Fassadenstein248_OFas_BrGe,OFas_BrGe,"0,06","0,20",0
GewB_ID160920152711_251,1,FS249,Fassadenstein249,FS249_OFas_BrGe,Fassadenstein249_OFas_BrGe,OFas_BrGe,"0,05","0,05",0
GewB_ID160920152711_252,1,FS250,Fassadenstein250,FS250_OFas_BrGe,Fassadenstein250_OFas_BrGe,OFas_BrGe,"0,05","0,25",0
GewB_ID160920152711_253,1,FS251,Fassadenstein251,FS251_OFas_BrGe,Fassadenstein251_OFas_BrGe,OFas_BrGe,"0,04","0,25",0
GewB_ID160920152711_254,1,FS252,Fassadenstein252,FS252_OFas_BrGe,Fassadenstein252_OFas_BrGe,OFas_BrGe,"0,03","0,20",0
GewB_ID160920152711_255,1,FS253,Fassadenstein253,FS253_OFas_BrGe,Fassadenstein253_OFas_BrGe,OFas_BrGe,"0,20","0,20",0
GewB_ID160920152711_256,1,FS254,Fassadenstein254,FS254_OFas_BrGe,Fassadenstein254_OFas_BrGe,OFas_BrGe,"0,16","0,11",0
GewB_ID160920152711_257,1,FS255,Fassadenstein255,FS255_OFas_BrGe,Fassadenstein255_OFas_BrGe,OFas_BrGe,"0,03","0,11",0
GewB_ID160920152711_258,1,FS256,Fassadenstein256,FS256_OFas_BrGe,Fassadenstein256_OFas_BrGe,OFas_BrGe,"0,20","0,19",0
GewB_ID160920152711_259,1,FS257,Fassadenstein257,FS257_OFas_BrGe,Fassadenstein257_OFas_BrGe,OFas_BrGe,"0,11","0,14",0
GewB_ID160920152711_260,1,FS258,Fassadenstein258,FS258_OFas_BrGe,Fassadenstein258_OFas_BrGe,OFas_BrGe,"0,08","0,14",0
GewB_ID160920152711_261,1,FS259,Fassadenstein259,FS259_OFas_BrGe,Fassadenstein259_OFas_BrGe,OFas_BrGe,"0,20","0,19",0
GewB_ID160920152711_262,1,FS260,Fassadenstein260,FS260_OFas_BrGe,Fassadenstein260_OFas_BrGe,OFas_BrGe,"0,07","0,21",0
GewB_ID160920152711_263,1,FS261,Fassadenstein261,FS261_OFas_BrGe,Fassadenstein261_OFas_BrGe,OFas_BrGe,"0,07","0,09",0
GewB_ID160920152711_264,1,FS262,Fassadenstein262,FS262_OFas_BrGe,Fassadenstein262_OFas_BrGe,OFas_BrGe,"0,09","0,11",0
GewB_ID160920152711_265,1,FS263,Fassadenstein263,FS263_OFas_BrGe,Fassadenstein263_OFas_BrGe,OFas_BrGe,"0,11","0,11",0
GewB_ID160920152711_266,1,FS264,Fassadenstein264,FS264_OFas_BrGe,Fassadenstein264_OFas_BrGe,OFas_BrGe,"0,07","0,21",0
GewB_ID160920152711_267,1,FS265,Fassadenstein265,FS265_OFas_BrGe,Fassadenstein265_OFas_BrGe,OFas_BrGe,"0,12","0,21",0
GewB_ID160920152711_268,1,FS266,Fassadenstein266,FS266_OFas_BrGe,Fassadenstein266_OFas_BrGe,OFas_BrGe,"0,17","0,09",0
GewB_ID160920152711_269,1,FS267,Fassadenstein267,FS267_OFas_BrGe,Fassadenstein267_OFas_BrGe,OFas_BrGe,"0,04","0,03",0
GewB_ID160920152711_270,1,FS268,Fassadenstein268,FS268_OFas_BrGe,Fassadenstein268_OFas_BrGe,OFas_BrGe,"0,05","0,05",0
GewB_ID160920152711_2,4,OFas,Ostfassade,OFas_BrGe,Ostfassade_BrGe,BrGe,"16,70","9,01",0
GewB_ID160920152711_1,6,BrGe,BremenGewerbehaus,BrGe,BremenGewerbehaus_,,"16,70","9,01",0
