ID,Hierarchy,Object,Name,ShortName,Longname,Link,Length,Height,Depth,Row,Level,WIND,WIND_Top,WIND_Bott,WIND_Ks_Vert,WIND_Ks_Hor,Cornice
SchB_ID160920113137_25,1,FS1,Fassadenstein1,FS1_WFas_Schuetting,Fassadenstein1_WFas_Schuetting,WFas_Schuetting,"7,12","38,16","0,00",4,0,0,0,0,0,0,0
SchB_ID160920113137_26,1,FS2,Fassadenstein2,FS2_WFas_Schuetting,Fassadenstein2_WFas_Schuetting,WFas_Schuetting,"28,72","38,62","0,00",3,0,1,0,0,0,0,0
SchB_ID160920113137_27,1,FS3,Fassadenstein3,FS3_WFas_Schuetting,Fassadenstein3_WFas_Schuetting,WFas_Schuetting,"78,32","37,24","0,00",5,0,0,0,0,0,0,0
SchB_ID160920113137_29,1,FS4,Fassadenstein4,FS4_WFas_Schuetting,Fassadenstein4_WFas_Schuetting,WFas_Schuetting,"45,63","10,20","0,00",8,1,0,0,0,0,0,0
SchB_ID160920113137_30,1,FS5,Fassadenstein5,FS5_WFas_Schuetting,Fassadenstein5_WFas_Schuetting,WFas_Schuetting,"29,64","10,20","0,00",8,1,0,0,0,0,0,0
SchB_ID160920113137_34,1,FS6,Fassadenstein6,FS6_WFas_Schuetting,Fassadenstein6_WFas_Schuetting,WFas_Schuetting,"47,76","10,20","0,00",8,1,0,0,0,0,0,0
SchB_ID160920113137_35,1,FS7,Fassadenstein7,FS7_WFas_Schuetting,Fassadenstein7_WFas_Schuetting,WFas_Schuetting,"83,93","10,20","0,00",8,1,0,0,0,0,0,0
SchB_ID160920113137_39,1,FS8,Fassadenstein8,FS8_WFas_Schuetting,Fassadenstein8_WFas_Schuetting,WFas_Schuetting,"84,90","10,20","0,00",8,1,0,0,0,0,0,0
SchB_ID160920113137_43,1,FS9,Fassadenstein9,FS9_WFas_Schuetting,Fassadenstein9_WFas_Schuetting,WFas_Schuetting,"62,20","10,20","0,00",8,1,0,0,0,0,0,0
SchB_ID160920113137_44,1,FS10,Fassadenstein10,FS10_WFas_Schuetting,Fassadenstein10_WFas_Schuetting,WFas_Schuetting,"70,36","46,65","0,00",9,1,0,0,0,0,0,0
SchB_ID160920113137_52,1,FS11,Fassadenstein11,FS11_WFas_Schuetting,Fassadenstein11_WFas_Schuetting,WFas_Schuetting,"48,32","44,52","0,00",10,1,0,0,0,0,0,0
SchB_ID160920113137_55,1,FS12,Fassadenstein12,FS12_WFas_Schuetting,Fassadenstein12_WFas_Schuetting,WFas_Schuetting,"43,04","44,06","0,00",11,1,0,0,0,0,0,0
SchB_ID160920113137_57,1,FS13,Fassadenstein13,FS13_WFas_Schuetting,Fassadenstein13_WFas_Schuetting,WFas_Schuetting,"12,07","44,67","0,00",12,1,0,0,0,0,0,0
SchB_ID160920113137_60,1,FS14,Fassadenstein14,FS14_WFas_Schuetting,Fassadenstein14_WFas_Schuetting,WFas_Schuetting,"52,64","40,25","0,00",13,1,0,0,0,0,0,0
SchB_ID160920113137_66,1,FS15,Fassadenstein15,FS15_WFas_Schuetting,Fassadenstein15_WFas_Schuetting,WFas_Schuetting,"58,99","46,65","0,00",9,1,0,0,0,0,0,0
SchB_ID160920113137_69,1,FS16,Fassadenstein16,FS16_WFas_Schuetting,Fassadenstein16_WFas_Schuetting,WFas_Schuetting,"74,90","44,52","0,00",10,1,0,0,0,0,0,0
SchB_ID160920113137_74,1,FS17,Fassadenstein17,FS17_WFas_Schuetting,Fassadenstein17_WFas_Schuetting,WFas_Schuetting,"62,47","44,06","0,00",11,1,0,0,0,0,0,0
SchB_ID160920113137_77,1,FS18,Fassadenstein18,FS18_WFas_Schuetting,Fassadenstein18_WFas_Schuetting,WFas_Schuetting,"60,79","44,67","0,00",12,1,0,0,0,0,0,0
SchB_ID160920113137_80,1,FS19,Fassadenstein19,FS19_WFas_Schuetting,Fassadenstein19_WFas_Schuetting,WFas_Schuetting,"57,03","40,25","0,00",13,1,0,0,0,0,0,0
SchB_ID160920113137_81,1,FS20,Fassadenstein20,FS20_WFas_Schuetting,Fassadenstein20_WFas_Schuetting,WFas_Schuetting,"44,39","40,25","0,00",13,1,0,0,0,0,0,0
SchB_ID160920113137_84,1,FS21,Fassadenstein21,FS21_WFas_Schuetting,Fassadenstein21_WFas_Schuetting,WFas_Schuetting,"53,22","28,12","0,00",14,1,0,0,0,0,0,0
SchB_ID160920113137_87,1,FS22,Fassadenstein22,FS22_WFas_Schuetting,Fassadenstein22_WFas_Schuetting,WFas_Schuetting,"65,25","28,12","0,00",14,1,0,0,0,0,0,0
SchB_ID160920113137_90,1,FS23,Fassadenstein23,FS23_WFas_Schuetting,Fassadenstein23_WFas_Schuetting,WFas_Schuetting,"45,36","40,25","0,00",13,1,0,0,0,0,0,0
SchB_ID160920113137_93,1,FS24,Fassadenstein24,FS24_WFas_Schuetting,Fassadenstein24_WFas_Schuetting,WFas_Schuetting,"61,88","46,65","0,00",9,1,0,0,0,0,0,0
SchB_ID160920113137_94,1,FS25,Fassadenstein25,FS25_WFas_Schuetting,Fassadenstein25_WFas_Schuetting,WFas_Schuetting,"36,20","22,63","0,00",9,1,0,0,0,0,0,0
SchB_ID160920113137_95,1,FS26,Fassadenstein26,FS26_WFas_Schuetting,Fassadenstein26_WFas_Schuetting,WFas_Schuetting,"32,68","22,63","0,00",9,1,0,0,0,0,0,0
SchB_ID160920113137_96,1,FS27,Fassadenstein27,FS27_WFas_Schuetting,Fassadenstein27_WFas_Schuetting,WFas_Schuetting,"58,44","46,65","0,00",9,1,0,0,0,0,0,0
SchB_ID160920113137_99,1,FS28,Fassadenstein28,FS28_WFas_Schuetting,Fassadenstein28_WFas_Schuetting,WFas_Schuetting,"57,08","44,52","0,00",10,1,0,0,0,0,0,0
SchB_ID160920113137_102,1,FS29,Fassadenstein29,FS29_WFas_Schuetting,Fassadenstein29_WFas_Schuetting,WFas_Schuetting,"49,92","43,21","0,00",10,1,0,0,0,0,0,0
SchB_ID160920113137_103,1,FS30,Fassadenstein30,FS30_WFas_Schuetting,Fassadenstein30_WFas_Schuetting,WFas_Schuetting,"64,56","43,21","0,00",10,1,0,0,0,0,0,0
SchB_ID160920113137_106,1,FS31,Fassadenstein31,FS31_WFas_Schuetting,Fassadenstein31_WFas_Schuetting,WFas_Schuetting,"58,30","44,06","0,00",11,1,0,0,0,0,0,0
SchB_ID160920113137_110,1,FS32,Fassadenstein32,FS32_WFas_Schuetting,Fassadenstein32_WFas_Schuetting,WFas_Schuetting,"54,45","44,67","0,00",12,1,0,0,0,0,0,0
SchB_ID160920113137_111,1,FS33,Fassadenstein33,FS33_WFas_Schuetting,Fassadenstein33_WFas_Schuetting,WFas_Schuetting,"63,35","44,67","0,00",12,1,0,0,0,0,0,0
SchB_ID160920113137_112,1,FS34,Fassadenstein34,FS34_WFas_Schuetting,Fassadenstein34_WFas_Schuetting,WFas_Schuetting,"18,96","51,67","0,00",1,0,0,0,0,0,0,0
SchB_ID160920113137_113,1,FS35,Fassadenstein35,FS35_WFas_Schuetting,Fassadenstein35_WFas_Schuetting,WFas_Schuetting,"48,38","51,67","0,00",1,0,0,0,0,0,0,0
SchB_ID160920113137_114,1,FS36,Fassadenstein36,FS36_WFas_Schuetting,Fassadenstein36_WFas_Schuetting,WFas_Schuetting,"111,39","51,67","0,00",1,0,1,0,1,0,0,0
SchB_ID160920113137_115,1,FS37,Fassadenstein37,FS37_WFas_Schuetting,Fassadenstein37_WFas_Schuetting,WFas_Schuetting,"95,63","0,98","0,00",0,0,1,0,0,0,0,0
SchB_ID160920113137_116,1,FS38,Fassadenstein38,FS38_WFas_Schuetting,Fassadenstein38_WFas_Schuetting,WFas_Schuetting,"113,49","51,67","0,00",1,0,1,0,1,0,0,0
SchB_ID160920113137_117,1,FS39,Fassadenstein39,FS39_WFas_Schuetting,Fassadenstein39_WFas_Schuetting,WFas_Schuetting,"98,62","0,98","0,00",0,0,1,0,0,0,0,0
SchB_ID160920113137_118,1,FS40,Fassadenstein40,FS40_WFas_Schuetting,Fassadenstein40_WFas_Schuetting,WFas_Schuetting,"82,96","51,67","0,00",1,0,0,0,0,0,0,0
SchB_ID160920113137_119,1,FS41,Fassadenstein41,FS41_WFas_Schuetting,Fassadenstein41_WFas_Schuetting,WFas_Schuetting,"75,78","51,67","0,00",1,0,0,0,0,0,0,0
SchB_ID160920113137_120,1,FS42,Fassadenstein42,FS42_WFas_Schuetting,Fassadenstein42_WFas_Schuetting,WFas_Schuetting,"17,80","105,52","0,00",2,0,1,0,0,0,0,0
SchB_ID160920113137_121,1,FS43,Fassadenstein43,FS43_WFas_Schuetting,Fassadenstein43_WFas_Schuetting,WFas_Schuetting,"85,02","44,50","0,00",2,0,1,0,0,0,0,0
SchB_ID160920113137_122,1,FS44,Fassadenstein44,FS44_WFas_Schuetting,Fassadenstein44_WFas_Schuetting,WFas_Schuetting,"60,13","38,62","0,00",3,0,0,0,0,0,0,0
SchB_ID160920113137_123,1,FS45,Fassadenstein45,FS45_WFas_Schuetting,Fassadenstein45_WFas_Schuetting,WFas_Schuetting,"89,57","44,50","0,00",2,0,1,0,0,0,0,0
SchB_ID160920113137_124,1,FS46,Fassadenstein46,FS46_WFas_Schuetting,Fassadenstein46_WFas_Schuetting,WFas_Schuetting,"52,91","38,62","0,00",3,0,1,0,0,0,0,0
SchB_ID160920113137_125,1,FS47,Fassadenstein47,FS47_WFas_Schuetting,Fassadenstein47_WFas_Schuetting,WFas_Schuetting,"36,43","38,62","0,00",3,0,0,0,0,0,0,0
SchB_ID160920113137_126,1,FS48,Fassadenstein48,FS48_WFas_Schuetting,Fassadenstein48_WFas_Schuetting,WFas_Schuetting,"61,16","38,16","0,00",4,0,0,0,0,0,0,0
SchB_ID160920113137_127,1,FS49,Fassadenstein49,FS49_WFas_Schuetting,Fassadenstein49_WFas_Schuetting,WFas_Schuetting,"103,28","38,16","0,00",4,0,0,0,0,0,0,0
SchB_ID160920113137_128,1,FS50,Fassadenstein50,FS50_WFas_Schuetting,Fassadenstein50_WFas_Schuetting,WFas_Schuetting,"76,95","38,16","0,00",4,0,0,0,0,0,0,0
SchB_ID160920113137_129,1,FS51,Fassadenstein51,FS51_WFas_Schuetting,Fassadenstein51_WFas_Schuetting,WFas_Schuetting,"64,28","38,16","0,00",4,0,0,0,0,0,0,0
SchB_ID160920113137_130,1,FS52,Fassadenstein52,FS52_WFas_Schuetting,Fassadenstein52_WFas_Schuetting,WFas_Schuetting,"110,70","38,16","0,00",4,0,1,0,0,0,0,0
SchB_ID160920113137_131,1,FS53,Fassadenstein53,FS53_WFas_Schuetting,Fassadenstein53_WFas_Schuetting,WFas_Schuetting,"110,72","38,16","0,00",4,0,1,0,0,0,0,0
SchB_ID160920113137_132,1,FS54,Fassadenstein54,FS54_WFas_Schuetting,Fassadenstein54_WFas_Schuetting,WFas_Schuetting,"87,33","37,24","0,00",5,0,0,0,0,0,0,0
SchB_ID160920113137_133,1,FS55,Fassadenstein55,FS55_WFas_Schuetting,Fassadenstein55_WFas_Schuetting,WFas_Schuetting,"31,56","37,24","0,00",5,0,0,0,0,0,0,0
SchB_ID160920113137_134,1,FS56,Fassadenstein56,FS56_WFas_Schuetting,Fassadenstein56_WFas_Schuetting,WFas_Schuetting,"102,52","37,24","0,00",5,0,0,0,0,0,0,0
SchB_ID160920113137_135,1,FS57,Fassadenstein57,FS57_WFas_Schuetting,Fassadenstein57_WFas_Schuetting,WFas_Schuetting,"96,15","37,24","0,00",5,0,0,0,0,0,0,0
SchB_ID160920113137_136,1,FS58,Fassadenstein58,FS58_WFas_Schuetting,Fassadenstein58_WFas_Schuetting,WFas_Schuetting,"96,32","37,24","0,00",5,0,0,0,0,0,0,0
SchB_ID160920113137_137,1,FS59,Fassadenstein59,FS59_WFas_Schuetting,Fassadenstein59_WFas_Schuetting,WFas_Schuetting,"109,95","37,77","0,00",6,0,0,0,0,0,0,0
SchB_ID160920113137_138,1,FS60,Fassadenstein60,FS60_WFas_Schuetting,Fassadenstein60_WFas_Schuetting,WFas_Schuetting,"93,58","37,77","0,00",6,0,0,0,0,0,0,0
SchB_ID160920113137_139,1,FS61,Fassadenstein61,FS61_WFas_Schuetting,Fassadenstein61_WFas_Schuetting,WFas_Schuetting,"166,99","37,77","0,00",6,0,0,0,0,0,0,0
SchB_ID160920113137_140,1,FS62,Fassadenstein62,FS62_WFas_Schuetting,Fassadenstein62_WFas_Schuetting,WFas_Schuetting,"86,09","37,77","0,00",6,0,0,0,0,0,0,0
SchB_ID160920113137_164,1,FS63,Fassadenstein63,FS63_WFas_Schuetting,Fassadenstein63_WFas_Schuetting,WFas_Schuetting,"54,56","44,49","0,00",18,1,0,0,0,0,0,0
SchB_ID160920113137_166,1,FS64,Fassadenstein64,FS64_WFas_Schuetting,Fassadenstein64_WFas_Schuetting,WFas_Schuetting,"76,34","13,09","0,00",20,1,0,0,0,0,0,0
SchB_ID160920113137_170,1,FS65,Fassadenstein65,FS65_WFas_Schuetting,Fassadenstein65_WFas_Schuetting,WFas_Schuetting,"54,77","13,09","0,00",20,1,0,0,0,0,0,0
SchB_ID160920113137_171,1,FS66,Fassadenstein66,FS66_WFas_Schuetting,Fassadenstein66_WFas_Schuetting,WFas_Schuetting,"66,58","13,09","0,00",20,1,0,0,0,0,0,0
SchB_ID160920113137_175,1,FS67,Fassadenstein67,FS67_WFas_Schuetting,Fassadenstein67_WFas_Schuetting,WFas_Schuetting,"96,35","13,09","0,00",20,1,0,0,0,0,0,0
SchB_ID160920113137_176,1,FS68,Fassadenstein68,FS68_WFas_Schuetting,Fassadenstein68_WFas_Schuetting,WFas_Schuetting,"46,38","13,09","0,00",20,1,0,0,0,0,0,0
SchB_ID160920113137_190,1,FS69,Fassadenstein69,FS69_WFas_Schuetting,Fassadenstein69_WFas_Schuetting,WFas_Schuetting,"51,53","41,28","0,00",19,1,0,0,0,0,0,0
SchB_ID160920113137_191,1,FS70,Fassadenstein70,FS70_WFas_Schuetting,Fassadenstein70_WFas_Schuetting,WFas_Schuetting,"49,99","41,28","0,00",19,1,0,0,0,0,0,0
SchB_ID160920113137_196,1,FS71,Fassadenstein71,FS71_WFas_Schuetting,Fassadenstein71_WFas_Schuetting,WFas_Schuetting,"68,64","44,49","0,00",18,1,0,0,0,0,0,0
SchB_ID160920113137_197,1,FS72,Fassadenstein72,FS72_WFas_Schuetting,Fassadenstein72_WFas_Schuetting,WFas_Schuetting,"60,23","44,22","0,00",17,1,0,0,0,0,0,0
SchB_ID160920113137_198,1,FS73,Fassadenstein73,FS73_WFas_Schuetting,Fassadenstein73_WFas_Schuetting,WFas_Schuetting,"58,44","44,22","0,00",17,1,0,0,0,0,0,0
SchB_ID160920113137_203,1,FS74,Fassadenstein74,FS74_WFas_Schuetting,Fassadenstein74_WFas_Schuetting,WFas_Schuetting,"32,36","41,28","0,00",19,1,0,0,0,0,0,0
SchB_ID160920113137_208,1,FS75,Fassadenstein75,FS75_WFas_Schuetting,Fassadenstein75_WFas_Schuetting,WFas_Schuetting,"61,35","41,16","0,00",16,1,0,0,0,0,0,0
SchB_ID160920113137_209,1,FS76,Fassadenstein76,FS76_WFas_Schuetting,Fassadenstein76_WFas_Schuetting,WFas_Schuetting,"59,80","44,22","0,00",17,1,0,0,0,0,0,0
SchB_ID160920113137_210,1,FS77,Fassadenstein77,FS77_WFas_Schuetting,Fassadenstein77_WFas_Schuetting,WFas_Schuetting,"65,77","44,22","0,00",17,1,0,0,0,0,0,0
SchB_ID160920113137_211,1,FS78,Fassadenstein78,FS78_WFas_Schuetting,Fassadenstein78_WFas_Schuetting,WFas_Schuetting,"77,18","44,49","0,00",18,1,0,0,0,0,0,0
SchB_ID160920113137_212,1,FS79,Fassadenstein79,FS79_WFas_Schuetting,Fassadenstein79_WFas_Schuetting,WFas_Schuetting,"68,72","41,16","0,00",16,1,0,0,0,0,0,0
SchB_ID160920113137_213,1,FS80,Fassadenstein80,FS80_WFas_Schuetting,Fassadenstein80_WFas_Schuetting,WFas_Schuetting,"72,32","33,11","0,00",21,1,0,0,0,0,0,0
SchB_ID160920113137_214,1,FS81,Fassadenstein81,FS81_WFas_Schuetting,Fassadenstein81_WFas_Schuetting,WFas_Schuetting,"20,25","43,31","0,00",22,1,0,0,0,0,0,0
SchB_ID160920113137_219,1,FS82,Fassadenstein82,FS82_WFas_Schuetting,Fassadenstein82_WFas_Schuetting,WFas_Schuetting,"40,02","33,11","0,00",21,1,0,0,0,0,0,0
SchB_ID160920113137_220,1,FS83,Fassadenstein83,FS83_WFas_Schuetting,Fassadenstein83_WFas_Schuetting,WFas_Schuetting,"83,91","33,11","0,00",21,1,0,0,0,0,0,0
SchB_ID160920113137_225,1,FS84,Fassadenstein84,FS84_WFas_Schuetting,Fassadenstein84_WFas_Schuetting,WFas_Schuetting,"54,52","33,11","0,00",21,1,0,0,0,0,0,0
SchB_ID160920113137_226,1,FS85,Fassadenstein85,FS85_WFas_Schuetting,Fassadenstein85_WFas_Schuetting,WFas_Schuetting,"54,52","33,11","0,00",21,1,0,0,0,0,0,0
SchB_ID160920113137_227,1,FS86,Fassadenstein86,FS86_WFas_Schuetting,Fassadenstein86_WFas_Schuetting,WFas_Schuetting,"29,40","33,11","0,00",21,1,0,0,0,0,0,0
SchB_ID160920113137_232,1,FS87,Fassadenstein87,FS87_WFas_Schuetting,Fassadenstein87_WFas_Schuetting,WFas_Schuetting,"78,40","43,31","0,00",22,1,0,0,0,0,0,0
SchB_ID160920113137_233,1,FS88,Fassadenstein88,FS88_WFas_Schuetting,Fassadenstein88_WFas_Schuetting,WFas_Schuetting,"85,32","43,31","0,00",22,1,0,0,0,0,0,0
SchB_ID160920113137_234,1,FS89,Fassadenstein89,FS89_WFas_Schuetting,Fassadenstein89_WFas_Schuetting,WFas_Schuetting,"85,32","43,31","0,00",22,1,0,0,0,0,0,0
SchB_ID160920113137_235,1,FS90,Fassadenstein90,FS90_WFas_Schuetting,Fassadenstein90_WFas_Schuetting,WFas_Schuetting,"109,79","43,31","0,00",22,1,0,0,0,0,0,0
SchB_ID160920113137_236,1,FS91,Fassadenstein91,FS91_WFas_Schuetting,Fassadenstein91_WFas_Schuetting,WFas_Schuetting,"79,87","43,31","0,00",22,1,0,0,0,0,0,0
SchB_ID160920113137_237,1,FS92,Fassadenstein92,FS92_WFas_Schuetting,Fassadenstein92_WFas_Schuetting,WFas_Schuetting,"77,52","43,31","0,00",22,1,0,0,0,0,0,0
SchB_ID160920113137_238,1,FS93,Fassadenstein93,FS93_WFas_Schuetting,Fassadenstein93_WFas_Schuetting,WFas_Schuetting,"75,09","43,31","0,00",22,1,0,0,0,0,0,0
SchB_ID160920113137_239,1,FS94,Fassadenstein94,FS94_WFas_Schuetting,Fassadenstein94_WFas_Schuetting,WFas_Schuetting,"85,10","43,31","0,00",22,1,0,0,0,0,0,0
SchB_ID160920113137_240,1,FS95,Fassadenstein95,FS95_WFas_Schuetting,Fassadenstein95_WFas_Schuetting,WFas_Schuetting,"78,00","43,31","0,00",22,1,0,0,0,0,0,0
SchB_ID160920113137_241,1,FS96,Fassadenstein96,FS96_WFas_Schuetting,Fassadenstein96_WFas_Schuetting,WFas_Schuetting,"75,66","43,31","0,00",22,1,0,0,0,0,0,0
SchB_ID160920113137_242,1,FS97,Fassadenstein97,FS97_WFas_Schuetting,Fassadenstein97_WFas_Schuetting,WFas_Schuetting,"43,17","43,31","0,00",22,1,0,0,0,0,0,0
SchB_ID160920113137_243,1,FS98,Fassadenstein98,FS98_WFas_Schuetting,Fassadenstein98_WFas_Schuetting,WFas_Schuetting,"104,49","43,31","0,00",22,1,0,0,0,0,0,0
SchB_ID160920113137_244,1,FS99,Fassadenstein99,FS99_WFas_Schuetting,Fassadenstein99_WFas_Schuetting,WFas_Schuetting,"90,12","43,31","0,00",22,1,0,0,0,0,0,0
SchB_ID160920113137_245,1,FS100,Fassadenstein100,FS100_WFas_Schuetting,Fassadenstein100_WFas_Schuetting,WFas_Schuetting,"84,75","43,31","0,00",22,1,0,0,0,0,0,0
SchB_ID160920113137_246,1,FS101,Fassadenstein101,FS101_WFas_Schuetting,Fassadenstein101_WFas_Schuetting,WFas_Schuetting,"119,03","33,11","0,00",21,1,0,0,0,0,0,0
SchB_ID160920113137_247,1,FS102,Fassadenstein102,FS102_WFas_Schuetting,Fassadenstein102_WFas_Schuetting,WFas_Schuetting,"119,03","13,09","0,00",20,1,0,0,0,0,0,0
SchB_ID160920113137_249,1,FS103,Fassadenstein103,FS103_WFas_Schuetting,Fassadenstein103_WFas_Schuetting,WFas_Schuetting,"89,50","41,28","0,00",19,1,0,0,0,0,0,0
SchB_ID160920113137_251,1,FS104,Fassadenstein104,FS104_WFas_Schuetting,Fassadenstein104_WFas_Schuetting,WFas_Schuetting,"37,30","44,49","0,00",18,1,0,0,0,0,0,0
SchB_ID160920113137_252,1,FS105,Fassadenstein105,FS105_WFas_Schuetting,Fassadenstein105_WFas_Schuetting,WFas_Schuetting,"80,47","44,49","0,00",18,1,0,0,0,0,0,0
SchB_ID160920113137_253,1,FS106,Fassadenstein106,FS106_WFas_Schuetting,Fassadenstein106_WFas_Schuetting,WFas_Schuetting,"81,82","41,93","0,00",23,1,0,0,0,0,0,0
SchB_ID160920113137_254,1,FS107,Fassadenstein107,FS107_WFas_Schuetting,Fassadenstein107_WFas_Schuetting,WFas_Schuetting,"81,82","41,93","0,00",23,1,0,0,0,0,0,0
SchB_ID160920113137_255,1,FS108,Fassadenstein108,FS108_WFas_Schuetting,Fassadenstein108_WFas_Schuetting,WFas_Schuetting,"88,76","41,93","0,00",23,1,0,0,0,0,0,0
SchB_ID160920113137_256,1,FS109,Fassadenstein109,FS109_WFas_Schuetting,Fassadenstein109_WFas_Schuetting,WFas_Schuetting,"95,58","41,93","0,00",23,1,0,0,0,0,0,0
SchB_ID160920113137_257,1,FS110,Fassadenstein110,FS110_WFas_Schuetting,Fassadenstein110_WFas_Schuetting,WFas_Schuetting,"96,92","41,93","0,00",23,1,0,0,0,0,0,0
SchB_ID160920113137_258,1,FS111,Fassadenstein111,FS111_WFas_Schuetting,Fassadenstein111_WFas_Schuetting,WFas_Schuetting,"26,76","41,93","0,00",23,1,0,0,0,0,0,0
SchB_ID160920113137_259,1,FS112,Fassadenstein112,FS112_WFas_Schuetting,Fassadenstein112_WFas_Schuetting,WFas_Schuetting,"21,84","41,93","0,00",23,1,0,0,0,0,0,0
SchB_ID160920113137_260,1,FS113,Fassadenstein113,FS113_WFas_Schuetting,Fassadenstein113_WFas_Schuetting,WFas_Schuetting,"63,29","41,93","0,00",23,1,0,0,0,0,0,0
SchB_ID160920113137_261,1,FS114,Fassadenstein114,FS114_WFas_Schuetting,Fassadenstein114_WFas_Schuetting,WFas_Schuetting,"104,72","41,93","0,00",23,1,0,0,0,0,0,0
SchB_ID160920113137_262,1,FS115,Fassadenstein115,FS115_WFas_Schuetting,Fassadenstein115_WFas_Schuetting,WFas_Schuetting,"74,27","41,93","0,00",23,1,0,0,0,0,0,0
SchB_ID160920113137_263,1,FS116,Fassadenstein116,FS116_WFas_Schuetting,Fassadenstein116_WFas_Schuetting,WFas_Schuetting,"102,17","41,93","0,00",23,1,0,0,0,0,0,0
SchB_ID160920113137_264,1,FS117,Fassadenstein117,FS117_WFas_Schuetting,Fassadenstein117_WFas_Schuetting,WFas_Schuetting,"42,92","41,93","0,00",23,1,0,0,0,0,0,0
SchB_ID160920113137_265,1,FS118,Fassadenstein118,FS118_WFas_Schuetting,Fassadenstein118_WFas_Schuetting,WFas_Schuetting,"57,85","41,93","0,00",23,1,0,0,0,0,0,0
SchB_ID160920113137_266,1,FS119,Fassadenstein119,FS119_WFas_Schuetting,Fassadenstein119_WFas_Schuetting,WFas_Schuetting,"94,63","41,93","0,00",23,1,0,0,0,0,0,0
SchB_ID160920113137_267,1,FS120,Fassadenstein120,FS120_WFas_Schuetting,Fassadenstein120_WFas_Schuetting,WFas_Schuetting,"69,50","41,93","0,00",23,1,0,0,0,0,0,0
SchB_ID160920113137_268,1,FS121,Fassadenstein121,FS121_WFas_Schuetting,Fassadenstein121_WFas_Schuetting,WFas_Schuetting,"69,82","41,93","0,00",23,1,0,0,0,0,0,0
SchB_ID160920113137_269,1,FS122,Fassadenstein122,FS122_WFas_Schuetting,Fassadenstein122_WFas_Schuetting,WFas_Schuetting,"18,37","32,05","0,00",24,1,0,0,0,0,0,0
SchB_ID160920113137_270,1,FS123,Fassadenstein123,FS123_WFas_Schuetting,Fassadenstein123_WFas_Schuetting,WFas_Schuetting,"106,48","32,05","0,00",24,1,0,0,0,0,0,0
SchB_ID160920113137_271,1,FS124,Fassadenstein124,FS124_WFas_Schuetting,Fassadenstein124_WFas_Schuetting,WFas_Schuetting,"48,50","32,05","0,00",24,1,0,0,0,0,0,0
SchB_ID160920113137_272,1,FS125,Fassadenstein125,FS125_WFas_Schuetting,Fassadenstein125_WFas_Schuetting,WFas_Schuetting,"31,66","32,05","0,00",24,1,0,0,0,0,0,0
SchB_ID160920113137_273,1,FS126,Fassadenstein126,FS126_WFas_Schuetting,Fassadenstein126_WFas_Schuetting,WFas_Schuetting,"70,98","32,05","0,00",24,1,0,0,0,0,0,0
SchB_ID160920113137_274,1,FS127,Fassadenstein127,FS127_WFas_Schuetting,Fassadenstein127_WFas_Schuetting,WFas_Schuetting,"22,91","32,05","0,00",24,1,0,0,0,0,0,0
SchB_ID160920113137_275,1,FS128,Fassadenstein128,FS128_WFas_Schuetting,Fassadenstein128_WFas_Schuetting,WFas_Schuetting,"62,63","32,05","0,00",24,1,0,0,0,0,0,0
SchB_ID160920113137_276,1,FS129,Fassadenstein129,FS129_WFas_Schuetting,Fassadenstein129_WFas_Schuetting,WFas_Schuetting,"58,60","32,05","0,00",24,1,0,0,0,0,0,0
SchB_ID160920113137_277,1,FS130,Fassadenstein130,FS130_WFas_Schuetting,Fassadenstein130_WFas_Schuetting,WFas_Schuetting,"87,67","32,05","0,00",24,1,0,0,0,0,0,0
SchB_ID160920113137_278,1,FS131,Fassadenstein131,FS131_WFas_Schuetting,Fassadenstein131_WFas_Schuetting,WFas_Schuetting,"38,10","32,05","0,00",24,1,0,0,0,0,0,0
SchB_ID160920113137_279,1,FS132,Fassadenstein132,FS132_WFas_Schuetting,Fassadenstein132_WFas_Schuetting,WFas_Schuetting,"56,05","32,05","0,00",24,1,0,0,0,0,0,0
SchB_ID160920113137_280,1,FS133,Fassadenstein133,FS133_WFas_Schuetting,Fassadenstein133_WFas_Schuetting,WFas_Schuetting,"40,97","32,05","0,00",24,1,0,0,0,0,0,0
SchB_ID160920113137_281,1,FS134,Fassadenstein134,FS134_WFas_Schuetting,Fassadenstein134_WFas_Schuetting,WFas_Schuetting,"49,20","32,05","0,00",24,1,0,0,0,0,0,0
SchB_ID160920113137_282,1,FS135,Fassadenstein135,FS135_WFas_Schuetting,Fassadenstein135_WFas_Schuetting,WFas_Schuetting,"98,19","32,05","0,00",24,1,0,0,0,0,0,0
SchB_ID160920113137_283,1,FS136,Fassadenstein136,FS136_WFas_Schuetting,Fassadenstein136_WFas_Schuetting,WFas_Schuetting,"73,42","32,05","0,00",24,1,0,0,0,0,0,0
SchB_ID160920113137_284,1,FS137,Fassadenstein137,FS137_WFas_Schuetting,Fassadenstein137_WFas_Schuetting,WFas_Schuetting,"40,07","32,05","0,00",24,1,0,0,0,0,0,0
SchB_ID160920113137_285,1,FS138,Fassadenstein138,FS138_WFas_Schuetting,Fassadenstein138_WFas_Schuetting,WFas_Schuetting,"80,94","32,05","0,00",24,1,0,0,0,0,0,0
SchB_ID160920113137_286,1,FS139,Fassadenstein139,FS139_WFas_Schuetting,Fassadenstein139_WFas_Schuetting,WFas_Schuetting,"90,07","32,05","0,00",24,1,0,0,0,0,0,0
