ID,Hierarchy,Object,Name,ShortName,LongName,Link,Length,Height,Level,Section,WIND_Left,WIND_Right,WIND_Top,WIND_Bott,WIND_Ks_Left,WIND_Ks_Right,WIND_Ks_Top,WIND_Ks_Bott,Arch
THAnt_ID1608101520_527,1,KS4,Kreuzstockstein4,KS4_Fe23_OFas_RhANT,Kreuzstockstein4_Fen23_OFas_RhANT,Fe23_OFas_RhANT,"0,22","1,91",3,5,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_207,1,KS4,Kreuzstockstein4,KS4_Fe07_OFas_RhANT,Kreuzstockstein4_Fen07_OFas_RhANT,Fe07_OFas_RhANT,"0,22","2,07",2,7,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_208,1,KS3,Kreuzstockstein3,KS3_Fe07_OFas_RhANT,Kreuzstockstein3_Fen07_OFas_RhANT,Fe07_OFas_RhANT,"0,22","1,41",2,7,0,0,0,0,0,0,1,0,0
THAnt_ID1608101520_313,1,KS4,Kreuzstockstein4,KS4_Fe12_OFas_RhANT,Kreuzstockstein4_Fen12_OFas_RhANT,Fe12_OFas_RhANT,"0,22","2,07",2,15,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_320,1,KS3,Kreuzstockstein3,KS3_Fe12_OFas_RhANT,Kreuzstockstein3_Fen12_OFas_RhANT,Fe12_OFas_RhANT,"0,22","1,40",2,15,0,0,0,0,0,0,1,0,0
THAnt_ID1608101520_543,1,KS3,Kreuzstockstein3,KS3_Fe24_OFas_RhANT,Kreuzstockstein3_Fen24_OFas_RhANT,Fe24_OFas_RhANT,"0,22","1,30",3,6,0,0,1,0,0,0,0,0,0
THAnt_ID1608101520_545,1,KS4,Kreuzstockstein4,KS4_Fe24_OFas_RhANT,Kreuzstockstein4_Fen24_OFas_RhANT,Fe24_OFas_RhANT,"0,22","1,91",3,6,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_561,1,KS3,Kreuzstockstein3,KS3_Fe25_OFas_RhANT,Kreuzstockstein3_Fen25_OFas_RhANT,Fe25_OFas_RhANT,"0,22","1,30",3,7,0,0,1,0,0,0,0,0,0
THAnt_ID1608101520_565,1,KS4,Kreuzstockstein4,KS4_Fe25_OFas_RhANT,Kreuzstockstein4_Fen25_OFas_RhANT,Fe25_OFas_RhANT,"0,22","1,91",3,7,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_583,1,KS3,Kreuzstockstein3,KS3_Fe26_OFas_RhANT,Kreuzstockstein3_Fen26_OFas_RhANT,Fe26_OFas_RhANT,"0,22","1,30",3,8,0,0,1,0,0,0,0,0,0
THAnt_ID1608101520_584,1,KS4,Kreuzstockstein4,KS4_Fe26_OFas_RhANT,Kreuzstockstein4_Fen26_OFas_RhANT,Fe26_OFas_RhANT,"0,22","1,91",3,8,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_656,1,KS4,Kreuzstockstein4,KS4_Fe30_OFas_RhANT,Kreuzstockstein4_Fen30_OFas_RhANT,Fe30_OFas_RhANT,"0,22","1,94",3,15,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_662,1,KS3,Kreuzstockstein3,KS3_Fe30_OFas_RhANT,Kreuzstockstein3_Fen30_OFas_RhANT,Fe30_OFas_RhANT,"0,22","1,27",3,15,0,0,1,0,0,0,0,0,0
THAnt_ID1608101520_123,1,KS4,Kreuzstockstein4,KS4_Fe02_OFas_RhANT,Kreuzstockstein4_Fen02_OFas_RhANT,Fe02_OFas_RhANT,"0,22","2,07",2,2,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_124,1,KS3,Kreuzstockstein3,KS3_Fe02_OFas_RhANT,Kreuzstockstein3_Fen02_OFas_RhANT,Fe02_OFas_RhANT,"0,22","1,41",2,2,0,0,0,0,0,0,1,0,0
THAnt_ID1608101520_143,1,KS4,Kreuzstockstein4,KS4_Fe04_OFas_RhANT,Kreuzstockstein4_Fen04_OFas_RhANT,Fe04_OFas_RhANT,"0,22","2,07",2,4,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_144,1,KS3,Kreuzstockstein3,KS3_Fe04_OFas_RhANT,Kreuzstockstein3_Fen04_OFas_RhANT,Fe04_OFas_RhANT,"0,22","1,41",2,4,0,0,0,0,0,0,1,0,0
THAnt_ID1608101520_164,1,KS4,Kreuzstockstein4,KS4_Fe05_OFas_RhANT,Kreuzstockstein4_Fen05_OFas_RhANT,Fe05_OFas_RhANT,"0,22","2,07",2,5,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_165,1,KS3,Kreuzstockstein3,KS3_Fe05_OFas_RhANT,Kreuzstockstein3_Fen05_OFas_RhANT,Fe05_OFas_RhANT,"0,22","1,41",2,5,0,0,1,0,0,0,1,0,0
THAnt_ID1608101520_225,1,KS4,Kreuzstockstein4,KS4_Fe08_OFas_RhANT,Kreuzstockstein4_Fen08_OFas_RhANT,Fe08_OFas_RhANT,"0,22","2,07",2,8,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_226,1,KS3,Kreuzstockstein3,KS3_Fe08_OFas_RhANT,Kreuzstockstein3_Fen08_OFas_RhANT,Fe08_OFas_RhANT,"0,22","1,41",2,8,0,0,0,0,0,0,1,0,0
THAnt_ID1608101520_295,1,KS4,Kreuzstockstein4,KS4_Fe11_OFas_RhANT,Kreuzstockstein4_Fen11_OFas_RhANT,Fe11_OFas_RhANT,"0,22","2,07",2,14,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_296,1,KS3,Kreuzstockstein3,KS3_Fe11_OFas_RhANT,Kreuzstockstein3_Fen11_OFas_RhANT,Fe11_OFas_RhANT,"0,22","1,40",2,14,0,0,0,0,0,0,1,0,0
THAnt_ID1608101520_331,1,KS3,Kreuzstockstein3,KS3_Fe13_OFas_RhANT,Kreuzstockstein3_Fen13_OFas_RhANT,Fe13_OFas_RhANT,"0,22","1,40",2,16,0,0,0,0,0,0,1,0,0
THAnt_ID1608101520_335,1,KS4,Kreuzstockstein4,KS4_Fe13_OFas_RhANT,Kreuzstockstein4_Fen13_OFas_RhANT,Fe13_OFas_RhANT,"0,22","2,07",2,16,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_356,1,KS3,Kreuzstockstein3,KS3_Fe14_OFas_RhANT,Kreuzstockstein3_Fen14_OFas_RhANT,Fe14_OFas_RhANT,"0,22","1,40",2,17,0,0,0,0,0,0,1,0,0
THAnt_ID1608101520_357,1,KS4,Kreuzstockstein4,KS4_Fe14_OFas_RhANT,Kreuzstockstein4_Fen14_OFas_RhANT,Fe14_OFas_RhANT,"0,22","2,07",2,17,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_406,1,KS3,Kreuzstockstein3,KS3_Fe17_OFas_RhANT,Kreuzstockstein3_Fen17_OFas_RhANT,Fe17_OFas_RhANT,"0,22","1,40",2,20,0,0,0,0,0,0,1,0,0
THAnt_ID1608101520_409,1,KS4,Kreuzstockstein4,KS4_Fe17_OFas_RhANT,Kreuzstockstein4_Fen17_OFas_RhANT,Fe17_OFas_RhANT,"0,22","2,07",2,20,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_424,1,KS4,Kreuzstockstein4,KS4_Fe18_OFas_RhANT,Kreuzstockstein4_Fen18_OFas_RhANT,Fe18_OFas_RhANT,"0,22","2,07",2,21,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_427,1,KS3,Kreuzstockstein3,KS3_Fe18_OFas_RhANT,Kreuzstockstein3_Fen18_OFas_RhANT,Fe18_OFas_RhANT,"0,22","1,40",2,21,0,0,0,0,0,0,1,0,0
THAnt_ID1608101520_483,1,KS3,Kreuzstockstein3,KS3_Fe21_OFas_RhANT,Kreuzstockstein3_Fen21_OFas_RhANT,Fe21_OFas_RhANT,"0,22","1,30",3,3,0,0,1,0,0,0,0,0,0
THAnt_ID1608101520_484,1,KS4,Kreuzstockstein4,KS4_Fe21_OFas_RhANT,Kreuzstockstein4_Fen21_OFas_RhANT,Fe21_OFas_RhANT,"0,22","1,91",3,3,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_641,1,KS4,Kreuzstockstein4,KS4_Fe29_OFas_RhANT,Kreuzstockstein4_Fen29_OFas_RhANT,Fe29_OFas_RhANT,"0,22","1,94",3,14,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_646,1,KS3,Kreuzstockstein3,KS3_Fe29_OFas_RhANT,Kreuzstockstein3_Fen29_OFas_RhANT,Fe29_OFas_RhANT,"0,22","1,27",3,14,0,0,1,0,0,0,0,0,0
THAnt_ID1608101520_672,1,KS3,Kreuzstockstein3,KS3_Fe31_OFas_RhANT,Kreuzstockstein3_Fen31_OFas_RhANT,Fe31_OFas_RhANT,"0,22","1,27",3,16,0,0,1,0,0,0,0,0,0
THAnt_ID1608101520_674,1,KS4,Kreuzstockstein4,KS4_Fe31_OFas_RhANT,Kreuzstockstein4_Fen31_OFas_RhANT,Fe31_OFas_RhANT,"0,22","1,94",3,16,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_703,1,KS4,Kreuzstockstein4,KS4_Fe33_OFas_RhANT,Kreuzstockstein4_Fen33_OFas_RhANT,Fe33_OFas_RhANT,"0,22","1,94",3,18,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_706,1,KS3,Kreuzstockstein3,KS3_Fe33_OFas_RhANT,Kreuzstockstein3_Fen33_OFas_RhANT,Fe33_OFas_RhANT,"0,22","1,27",3,18,0,0,1,0,0,0,0,0,0
THAnt_ID1608101520_721,1,KS4,Kreuzstockstein4,KS4_Fe34_OFas_RhANT,Kreuzstockstein4_Fen34_OFas_RhANT,Fe34_OFas_RhANT,"0,22","1,94",3,19,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_722,1,KS3,Kreuzstockstein3,KS3_Fe34_OFas_RhANT,Kreuzstockstein3_Fen34_OFas_RhANT,Fe34_OFas_RhANT,"0,22","1,27",3,19,0,0,1,0,0,0,0,0,0
THAnt_ID1608101520_753,1,KS4,Kreuzstockstein4,KS4_Fe36_OFas_RhANT,Kreuzstockstein4_Fen36_OFas_RhANT,Fe36_OFas_RhANT,"0,22","1,94",3,21,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_764,1,KS3,Kreuzstockstein3,KS3_Fe36_OFas_RhANT,Kreuzstockstein3_Fen36_OFas_RhANT,Fe36_OFas_RhANT,"0,22","1,27",3,21,0,0,1,0,0,0,0,0,0
THAnt_ID1608101520_88,1,KS4,Kreuzstockstein4,KS4_Fe01_OFas_RhANT,Kreuzstockstein4_Fen01_OFas_RhANT,Fe01_OFas_RhANT,"0,22","2,07",2,1,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_89,1,KS3,Kreuzstockstein3,KS3_Fe01_OFas_RhANT,Kreuzstockstein3_Fen01_OFas_RhANT,Fe01_OFas_RhANT,"0,22","1,41",2,1,0,0,0,0,0,0,1,0,0
THAnt_ID1608101520_141,1,KS4,Kreuzstockstein4,KS4_Fe03_OFas_RhANT,Kreuzstockstein4_Fen03_OFas_RhANT,Fe03_OFas_RhANT,"0,22","2,07",2,3,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_142,1,KS3,Kreuzstockstein3,KS3_Fe03_OFas_RhANT,Kreuzstockstein3_Fen03_OFas_RhANT,Fe03_OFas_RhANT,"0,22","1,41",2,3,0,0,0,0,0,0,1,0,0
THAnt_ID1608101520_371,1,KS3,Kreuzstockstein3,KS3_Fe15_OFas_RhANT,Kreuzstockstein3_Fen15_OFas_RhANT,Fe15_OFas_RhANT,"0,22","1,40",2,18,0,0,0,0,0,0,1,0,0
THAnt_ID1608101520_372,1,KS4,Kreuzstockstein4,KS4_Fe15_OFas_RhANT,Kreuzstockstein4_Fen15_OFas_RhANT,Fe15_OFas_RhANT,"0,22","2,07",2,18,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_385,1,KS3,Kreuzstockstein3,KS3_Fe16_OFas_RhANT,Kreuzstockstein3_Fen16_OFas_RhANT,Fe16_OFas_RhANT,"0,22","1,40",2,19,0,0,0,0,0,0,1,0,0
THAnt_ID1608101520_387,1,KS4,Kreuzstockstein4,KS4_Fe16_OFas_RhANT,Kreuzstockstein4_Fen16_OFas_RhANT,Fe16_OFas_RhANT,"0,22","2,07",2,19,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_460,1,KS4,Kreuzstockstein4,KS4_Fe19_OFas_RhANT,Kreuzstockstein4_Fen19_OFas_RhANT,Fe19_OFas_RhANT,"0,22","1,91",3,1,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_461,1,KS3,Kreuzstockstein3,KS3_Fe19_OFas_RhANT,Kreuzstockstein3_Fen19_OFas_RhANT,Fe19_OFas_RhANT,"0,22","1,30",3,1,0,0,1,0,0,0,0,0,0
THAnt_ID1608101520_462,1,KS3,Kreuzstockstein3,KS3_Fe20_OFas_RhANT,Kreuzstockstein3_Fen20_OFas_RhANT,Fe20_OFas_RhANT,"0,22","1,30",3,2,0,0,1,0,0,0,0,0,0
THAnt_ID1608101520_463,1,KS4,Kreuzstockstein4,KS4_Fe20_OFas_RhANT,Kreuzstockstein4_Fen20_OFas_RhANT,Fe20_OFas_RhANT,"0,22","1,91",3,2,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_501,1,KS4,Kreuzstockstein4,KS4_Fe22_OFas_RhANT,Kreuzstockstein4_Fen22_OFas_RhANT,Fe22_OFas_RhANT,"0,22","1,91",3,4,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_505,1,KS3,Kreuzstockstein3,KS3_Fe22_OFas_RhANT,Kreuzstockstein3_Fen22_OFas_RhANT,Fe22_OFas_RhANT,"0,22","1,30",3,4,0,0,1,0,0,0,0,0,0
THAnt_ID1608101520_685,1,KS3,Kreuzstockstein3,KS3_Fe32_OFas_RhANT,Kreuzstockstein3_Fen32_OFas_RhANT,Fe32_OFas_RhANT,"0,22","1,27",3,17,0,0,1,0,0,0,0,0,0
THAnt_ID1608101520_687,1,KS4,Kreuzstockstein4,KS4_Fe32_OFas_RhANT,Kreuzstockstein4_Fen32_OFas_RhANT,Fe32_OFas_RhANT,"0,22","1,94",3,17,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_734,1,KS4,Kreuzstockstein4,KS4_Fe35_OFas_RhANT,Kreuzstockstein4_Fen35_OFas_RhANT,Fe35_OFas_RhANT,"0,22","1,94",3,20,0,0,0,0,0,0,0,1,0
THAnt_ID1608101520_735,1,KS3,Kreuzstockstein3,KS3_Fe35_OFas_RhANT,Kreuzstockstein3_Fen35_OFas_RhANT,Fe35_OFas_RhANT,"0,22","1,27",3,20,0,0,1,0,0,0,0,0,0
THAnt_ID1608101520_99,1,FeL1,Laibungsstein1,FeL1_Fe01_OFas_RhANT,Laibungsstein1_Fen01_OFas_RhANT,Fe01_OFas_RhANT,"0,22","0,45",2,1,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_608,1,FeL24,Laibungsstein24,FeL24_Fe27_OFas_RhANT,Laibungsstein24_Fen27_OFas_RhANT,Fe27_OFas_RhANT,"0,22","0,30",3,9,0,0,0,0,0,0,0,0,0
THAnt_ID1608101520_130,1,FeL9,Laibungsstein9,FeL9_Fe03_OFas_RhANT,Laibungsstein9_Fen03_OFas_RhANT,Fe03_OFas_RhANT,"0,23","0,11",2,3,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_120,1,FeL1,Laibungsstein1,FeL1_Fe02_OFas_RhANT,Laibungsstein1_Fen02_OFas_RhANT,Fe02_OFas_RhANT,"0,23","0,09",2,2,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_432,1,FeL10,Laibungsstein10,FeL10_Fe18_OFas_RhANT,Laibungsstein10_Fen18_OFas_RhANT,Fe18_OFas_RhANT,"0,23","0,14",2,21,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_928,1,FeL10,Laibungsstein10,FeL10_Fe5_MRis_OFas_RhANT,Laibungsstein10_Fen05_MRis_OFas_RhANT,Fe5_MRis_OFas_RhANT,"0,24","0,18",3,11,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_951,1,FeL2,Laibungsstein2,FeL2_Fe6_MRis_OFas_RhANT,Laibungsstein2_Fen06_MRis_OFas_RhANT,Fe6_MRis_OFas_RhANT,"0,24","0,24",3,12,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_946,1,FeL7,Laibungsstein7,FeL7_Fe6_MRis_OFas_RhANT,Laibungsstein7_Fen06_MRis_OFas_RhANT,Fe6_MRis_OFas_RhANT,"0,24","0,10",3,12,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_65,1,FS13,Fassadenstein13,FS13_OFas_RhANT,Fassadenstein13_OFas_RhANT,OFas_RhANT,"0,24","0,75",2,0,0,0,0,0,0,0,0,0,0
THAnt_ID1608101520_621,1,FeL1,Laibungsstein1,FeL1_Fe27_OFas_RhANT,Laibungsstein1_Fen27_OFas_RhANT,Fe27_OFas_RhANT,"0,25","0,24",3,9,0,0,0,0,0,0,0,0,0
THAnt_ID1608101520_436,1,FeL3,Laibungsstein3,FeL3_Fe18_OFas_RhANT,Laibungsstein3_Fen18_OFas_RhANT,Fe18_OFas_RhANT,"0,25","0,11",2,21,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_817,1,MS55,Mittelrisalitstein84,MS55_MRis_OFas_RhANT,Mittelrisalitstein84_MRis_OFas_RhANT,MRis_OFas_RhANT,"0,27","0,55",3,0,0,0,0,0,0,0,0,0,0
THAnt_ID1608101520_872,1,FeL8,Laibungsstein8,FeL8_Fe1_MRis_OFas_RhANT,Laibungsstein8_Fen01_MRis_OFas_RhANT,Fe1_MRis_OFas_RhANT,"0,28","0,33",2,10,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_873,1,FeL7,Laibungsstein7,FeL7_Fe1_MRis_OFas_RhANT,Laibungsstein7_Fen01_MRis_OFas_RhANT,Fe1_MRis_OFas_RhANT,"0,28","0,91",2,10,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_874,1,FeL6,Laibungsstein6,FeL6_Fe1_MRis_OFas_RhANT,Laibungsstein6_Fen01_MRis_OFas_RhANT,Fe1_MRis_OFas_RhANT,"0,28","0,52",2,10,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_890,1,FeL2,Laibungsstein2,FeL2_Fe2_MRis_OFas_RhANT,Laibungsstein2_Fen02_MRis_OFas_RhANT,Fe2_MRis_OFas_RhANT,"0,28","0,39",2,11,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_875,1,FeL5,Laibungsstein5,FeL5_Fe1_MRis_OFas_RhANT,Laibungsstein5_Fen01_MRis_OFas_RhANT,Fe1_MRis_OFas_RhANT,"0,28","0,67",2,10,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_876,1,FeL4,Laibungsstein4,FeL4_Fe1_MRis_OFas_RhANT,Laibungsstein4_Fen01_MRis_OFas_RhANT,Fe1_MRis_OFas_RhANT,"0,28","0,40",2,10,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_878,1,FeL2,Laibungsstein2,FeL2_Fe1_MRis_OFas_RhANT,Laibungsstein2_Fen01_MRis_OFas_RhANT,Fe1_MRis_OFas_RhANT,"0,28","0,50",2,10,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_879,1,FeL1,Laibungsstein1,FeL1_Fe1_MRis_OFas_RhANT,Laibungsstein1_Fen01_MRis_OFas_RhANT,Fe1_MRis_OFas_RhANT,"0,28","0,50",2,10,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_886,1,FeL6,Laibungsstein6,FeL6_Fe2_MRis_OFas_RhANT,Laibungsstein6_Fen02_MRis_OFas_RhANT,Fe2_MRis_OFas_RhANT,"0,28","0,49",2,11,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_887,1,FeL5,Laibungsstein5,FeL5_Fe2_MRis_OFas_RhANT,Laibungsstein5_Fen02_MRis_OFas_RhANT,Fe2_MRis_OFas_RhANT,"0,28","0,52",2,11,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_888,1,FeL4,Laibungsstein4,FeL4_Fe2_MRis_OFas_RhANT,Laibungsstein4_Fen02_MRis_OFas_RhANT,Fe2_MRis_OFas_RhANT,"0,28","0,66",2,11,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_889,1,FeL3,Laibungsstein3,FeL3_Fe2_MRis_OFas_RhANT,Laibungsstein3_Fen02_MRis_OFas_RhANT,Fe2_MRis_OFas_RhANT,"0,28","0,39",2,11,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_877,1,FeL3,Laibungsstein3,FeL3_Fe1_MRis_OFas_RhANT,Laibungsstein3_Fen01_MRis_OFas_RhANT,Fe1_MRis_OFas_RhANT,"0,28","0,31",2,10,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_891,1,FeL1,Laibungsstein1,FeL1_Fe2_MRis_OFas_RhANT,Laibungsstein1_Fen02_MRis_OFas_RhANT,Fe2_MRis_OFas_RhANT,"0,28","0,70",2,11,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_898,1,FeL7,Laibungsstein7,FeL7_Fe3_MRis_OFas_RhANT,Laibungsstein7_Fen03_MRis_OFas_RhANT,Fe3_MRis_OFas_RhANT,"0,28","0,65",2,12,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_899,1,FeL6,Laibungsstein6,FeL6_Fe3_MRis_OFas_RhANT,Laibungsstein6_Fen03_MRis_OFas_RhANT,Fe3_MRis_OFas_RhANT,"0,28","0,45",2,12,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_900,1,FeL5,Laibungsstein5,FeL5_Fe3_MRis_OFas_RhANT,Laibungsstein5_Fen03_MRis_OFas_RhANT,Fe3_MRis_OFas_RhANT,"0,28","0,52",2,12,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_901,1,FeL4,Laibungsstein4,FeL4_Fe3_MRis_OFas_RhANT,Laibungsstein4_Fen03_MRis_OFas_RhANT,Fe3_MRis_OFas_RhANT,"0,28","0,45",2,12,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_902,1,FeL3,Laibungsstein3,FeL3_Fe3_MRis_OFas_RhANT,Laibungsstein3_Fen03_MRis_OFas_RhANT,Fe3_MRis_OFas_RhANT,"0,28","0,63",2,12,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_903,1,FeL2,Laibungsstein2,FeL2_Fe3_MRis_OFas_RhANT,Laibungsstein2_Fen03_MRis_OFas_RhANT,Fe3_MRis_OFas_RhANT,"0,28","0,58",2,12,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_904,1,FeL1,Laibungsstein1,FeL1_Fe3_MRis_OFas_RhANT,Laibungsstein1_Fen03_MRis_OFas_RhANT,Fe3_MRis_OFas_RhANT,"0,28","0,86",2,12,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_637,1,FeL4,Laibungsstein4,FeL4_Fe28_OFas_RhANT,Laibungsstein4_Fen28_OFas_RhANT,Fe28_OFas_RhANT,"0,29","0,18",3,13,0,0,1,0,0,0,0,0,0
THAnt_ID1608101520_813,1,MS59,Mittelrisalitstein88,MS59_MRis_OFas_RhANT,Mittelrisalitstein88_MRis_OFas_RhANT,MRis_OFas_RhANT,"0,30","0,51",3,0,0,0,0,0,0,0,0,0,0
THAnt_ID1608101520_821,1,MS51,Mittelrisalitstein80,MS51_MRis_OFas_RhANT,Mittelrisalitstein80_MRis_OFas_RhANT,MRis_OFas_RhANT,"0,31","0,36",3,0,0,0,0,0,0,0,0,0,0
THAnt_ID1608101520_934,1,FeL4,Laibungsstein4,FeL4_Fe5_MRis_OFas_RhANT,Laibungsstein4_Fen05_MRis_OFas_RhANT,Fe5_MRis_OFas_RhANT,"0,31","0,19",3,11,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_935,1,FeL3,Laibungsstein3,FeL3_Fe5_MRis_OFas_RhANT,Laibungsstein3_Fen05_MRis_OFas_RhANT,Fe5_MRis_OFas_RhANT,"0,31","0,33",3,11,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_936,1,FeL2,Laibungsstein2,FeL2_Fe5_MRis_OFas_RhANT,Laibungsstein2_Fen05_MRis_OFas_RhANT,Fe5_MRis_OFas_RhANT,"0,31","0,59",3,11,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_937,1,FeL1,Laibungsstein1,FeL1_Fe5_MRis_OFas_RhANT,Laibungsstein1_Fen05_MRis_OFas_RhANT,Fe5_MRis_OFas_RhANT,"0,31","0,57",3,11,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_911,1,FeL10,Laibungsstein10,FeL10_Fe4_MRis_OFas_RhANT,Laibungsstein10_Fen04_MRis_OFas_RhANT,Fe4_MRis_OFas_RhANT,"0,31","0,40",3,10,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_913,1,FeL8,Laibungsstein8,FeL8_Fe4_MRis_OFas_RhANT,Laibungsstein8_Fen04_MRis_OFas_RhANT,Fe4_MRis_OFas_RhANT,"0,31","0,51",3,10,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_914,1,FeL7,Laibungsstein7,FeL7_Fe4_MRis_OFas_RhANT,Laibungsstein7_Fen04_MRis_OFas_RhANT,Fe4_MRis_OFas_RhANT,"0,31","0,14",3,10,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_916,1,FeL5,Laibungsstein5,FeL5_Fe4_MRis_OFas_RhANT,Laibungsstein5_Fen04_MRis_OFas_RhANT,Fe4_MRis_OFas_RhANT,"0,31","0,37",3,10,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_917,1,FeL4,Laibungsstein4,FeL4_Fe4_MRis_OFas_RhANT,Laibungsstein4_Fen04_MRis_OFas_RhANT,Fe4_MRis_OFas_RhANT,"0,31","0,56",3,10,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_912,1,FeL9,Laibungsstein9,FeL9_Fe4_MRis_OFas_RhANT,Laibungsstein9_Fen04_MRis_OFas_RhANT,Fe4_MRis_OFas_RhANT,"0,31","0,26",3,10,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_915,1,FeL6,Laibungsstein6,FeL6_Fe4_MRis_OFas_RhANT,Laibungsstein6_Fen04_MRis_OFas_RhANT,Fe4_MRis_OFas_RhANT,"0,31","0,28",3,10,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_918,1,FeL3,Laibungsstein3,FeL3_Fe4_MRis_OFas_RhANT,Laibungsstein3_Fen04_MRis_OFas_RhANT,Fe4_MRis_OFas_RhANT,"0,31","0,36",3,10,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_919,1,FeL2,Laibungsstein2,FeL2_Fe4_MRis_OFas_RhANT,Laibungsstein2_Fen04_MRis_OFas_RhANT,Fe4_MRis_OFas_RhANT,"0,31","0,56",3,10,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_920,1,FeL1,Laibungsstein1,FeL1_Fe4_MRis_OFas_RhANT,Laibungsstein1_Fen04_MRis_OFas_RhANT,Fe4_MRis_OFas_RhANT,"0,31","0,53",3,10,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_864,1,MS8,Mittelrisalitstein8,MS8_MRis_OFas_RhANT,Mittelrisalitstein8_MRis_OFas_RhANT,MRis_OFas_RhANT,"0,31","0,57",3,0,0,0,0,0,0,0,0,0,0
THAnt_ID1608101520_273,1,FeL2,Laibungsstein2,FeL2_Fe10_OFas_RhANT,Laibungsstein2_Fen10_OFas_RhANT,Fe10_OFas_RhANT,"0,32","1,29",2,13,0,0,0,0,0,0,0,0,0
