ID,Hierarchy,Object,Name,Longname,ShortName,Link,Length,Height,Depth,Row,Level,Section,WIND_Left,WIND_Right,WIND_Top,WIND_Bott,Cornice,Pilaster,Festoon,Door
ID1608011301_1,3,MRis,Mittelrisalit,Mittelrisalit_OFas_RhAMS,MRis01_OFas_RhAMS,OFas_RhAMS,"25,94","24,14","1,74",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_2,2,MiGes,Mittelgesims,Mittelgesims_SRis02_OFas_RhAMS,MiGes_SRis02_OFas_RhAMS,SRis02_OFas_RhAMS,"12,44","1,70","1,03",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_3,2,MiGes,Mittelgesims,Mittelgesims_MRis01_OFas_RhAMS,MiGes_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"25,44","1,70","1,02",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_4,2,MiGes,Mittelgesims,Mittelgesims_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,SRis01_OFas_RhAMS,"12,44","1,70","1,03",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_5,2,MiGes01,Mittelgesims01,Mittelgesims01_OFas_RhAMS,MiGes01_OFas_RhAMS,OFas_RhAMS,"15,64","1,05","0,45",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_6,2,MiGes02,Mittelgesims02,Mittelgesims02_OFas_RhAMS,MiGes02_OFas_RhAMS,OFas_RhAMS,"15,64","1,05","0,45",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_7,4,OFas,Ostfassade,Ostfassade_RhAMS,OFas_RhAMS,RhAMS,"81,52","25,55","6,79",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_8,2,Pil01,Pilaster01,Pilaster01_OFas_RhAMS,Pil01_OFas_RhAMS,OFas_RhAMS,"1,28","8,68","0,40",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_9,2,Pil01,Pilaster01,Pilaster01_SRis02_OFas_RhAMS,Pil01_SRis02_OFas_RhAMS,SRis02_OFas_RhAMS,"1,28","8,68","0,40",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_10,2,Pil01,Pilaster01,Pilaster01_MRis01_OFas_RhAMS,Pil01_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"1,28","8,68","0,40",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_11,2,Pil01,Pilaster01,Pilaster01_SRis01_OFas_RhAMS,Pil01_SRis01_OFas_RhAMS,SRis01_OFas_RhAMS,"1,23","8,68","0,40",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_12,2,Pil02,Pilaster02,Pilaster02_OFas_RhAMS,Pil02_OFas_RhAMS,OFas_RhAMS,"1,28","8,68","0,40",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_13,2,Pil02,Pilaster02,Pilaster02_SRis02_OFas_RhAMS,Pil02_SRis02_OFas_RhAMS,SRis02_OFas_RhAMS,"1,28","8,68","0,40",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_14,2,Pil02,Pilaster02,Pilaster02_MRis01_OFas_RhAMS,Pil02_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"1,28","8,68","0,40",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_15,2,Pil02,Pilaster02,Pilaster02_SRis01_OFas_RhAMS,Pil02_SRis01_OFas_RhAMS,SRis01_OFas_RhAMS,"1,28","8,68","0,40",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_16,2,Pil03,Pilaster03,Pilaster03_OFas_RhAMS,Pil03_OFas_RhAMS,OFas_RhAMS,"1,28","8,68","0,40",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_17,2,Pil03,Pilaster03,Pilaster03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,SRis02_OFas_RhAMS,"1,28","8,68","0,40",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_18,2,Pil03,Pilaster03,Pilaster03_MRis01_OFas_RhAMS,Pil03_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"1,28","8,68","0,40",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_19,2,Pil03,Pilaster03,Pilaster03_SRis01_OFas_RhAMS,Pil03_SRis01_OFas_RhAMS,SRis01_OFas_RhAMS,"1,28","8,68","0,40",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_20,2,Pil04,Pilaster04,Pilaster04_OFas_RhAMS,Pil04_OFas_RhAMS,OFas_RhAMS,"1,28","8,68","0,40",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_21,2,Pil04,Pilaster04,Pilaster04_SRis02_OFas_RhAMS,Pil04_SRis02_OFas_RhAMS,SRis02_OFas_RhAMS,"1,23","8,68","0,40",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_22,2,Pil04,Pilaster04,Pilaster04_MRis01_OFas_RhAMS,Pil04_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"1,28","8,68","0,40",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_23,2,Pil04,Pilaster04,Pilaster04_SRis01_OFas_RhAMS,Pil04_SRis01_OFas_RhAMS,SRis01_OFas_RhAMS,"1,28","8,68","0,40",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_24,2,Pil05,Pilaster05,Pilaster05_OFas_RhAMS,Pil05_OFas_RhAMS,OFas_RhAMS,"1,28","8,68","0,40",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_25,2,Pil05,Pilaster05,Pilaster05_SRis02_OFas_RhAMS,Pil05_SRis02_OFas_RhAMS,SRis02_OFas_RhAMS,"1,19","8,45","0,42",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_26,2,Pil05,Pilaster05,Pilaster05_MRis01_OFas_RhAMS,Pil05_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"1,28","8,68","0,40",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_27,2,Pil05,Pilaster05,Pilaster05_SRis01_OFas_RhAMS,Pil05_SRis01_OFas_RhAMS,SRis01_OFas_RhAMS,"1,23","8,45","0,42",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_28,2,Pil06,Pilaster06,Pilaster06_OFas_RhAMS,Pil06_OFas_RhAMS,OFas_RhAMS,"1,28","8,68","0,40",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_29,2,Pil06,Pilaster06,Pilaster06_SRis02_OFas_RhAMS,Pil06_SRis02_OFas_RhAMS,SRis02_OFas_RhAMS,"1,19","8,45","0,42",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_30,2,Pil06,Pilaster06,Pilaster06_MRis01_OFas_RhAMS,Pil06_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"1,28","8,68","0,40",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_31,2,Pil06,Pilaster06,Pilaster06_SRis01_OFas_RhAMS,Pil06_SRis01_OFas_RhAMS,SRis01_OFas_RhAMS,"1,18","8,45","0,42",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_32,2,Pil07,Pilaster07,Pilaster07_OFas_RhAMS,Pil07_OFas_RhAMS,OFas_RhAMS,"1,28","8,68","0,40",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_33,2,Pil07,Pilaster07,Pilaster07_SRis02_OFas_RhAMS,Pil07_SRis02_OFas_RhAMS,SRis02_OFas_RhAMS,"1,18","8,45","0,42",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_34,2,Pil07,Pilaster07,Pilaster07_MRis01_OFas_RhAMS,Pil07_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"1,28","8,68","0,40",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_35,2,Pil07,Pilaster07,Pilaster07_SRis01_OFas_RhAMS,Pil07_SRis01_OFas_RhAMS,SRis01_OFas_RhAMS,"1,19","8,45","0,42",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_36,2,Pil08,Pilaster08,Pilaster08_OFas_RhAMS,Pil08_OFas_RhAMS,OFas_RhAMS,"1,28","8,68","0,40",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_37,2,Pil08,Pilaster08,Pilaster08_SRis02_OFas_RhAMS,Pil08_SRis02_OFas_RhAMS,SRis02_OFas_RhAMS,"1,23","8,45","0,42",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_38,2,Pil08,Pilaster08,Pilaster08_MRis01_OFas_RhAMS,Pil08_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"1,28","8,68","0,40",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_39,2,Pil08,Pilaster08,Pilaster08_SRis01_OFas_RhAMS,Pil08_SRis01_OFas_RhAMS,SRis01_OFas_RhAMS,"1,19","8,45","0,42",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_40,2,Pil09,Pilaster09,Pilaster09_OFas_RhAMS,Pil09_OFas_RhAMS,OFas_RhAMS,"1,19","8,45","0,42",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_41,2,Pil09,Pilaster09,Pilaster09_MRis01_OFas_RhAMS,Pil09_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"1,19","8,45","0,42",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_42,2,Pil10,Pilaster10,Pilaster10_OFas_RhAMS,Pil10_OFas_RhAMS,OFas_RhAMS,"1,19","8,45","0,42",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_43,2,Pil10,Pilaster10,Pilaster10_MRis01_OFas_RhAMS,Pil10_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"1,19","8,45","0,42",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_44,2,Pil11,Pilaster11,Pilaster11_OFas_RhAMS,Pil11_OFas_RhAMS,OFas_RhAMS,"1,19","8,45","0,42",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_45,2,Pil11,Pilaster11,Pilaster11_MRis01_OFas_RhAMS,Pil11_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"1,19","8,45","0,42",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_46,2,Pil12,Pilaster12,Pilaster12_OFas_RhAMS,Pil12_OFas_RhAMS,OFas_RhAMS,"1,19","8,45","0,42",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_47,2,Pil12,Pilaster12,Pilaster12_MRis01_OFas_RhAMS,Pil12_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"1,19","8,45","0,42",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_48,2,Pil13,Pilaster13,Pilaster13_OFas_RhAMS,Pil13_OFas_RhAMS,OFas_RhAMS,"1,19","8,45","0,42",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_49,2,Pil13,Pilaster13,Pilaster13_MRis01_OFas_RhAMS,Pil13_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"1,19","8,45","0,42",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_50,2,Pil14,Pilaster14,Pilaster14_OFas_RhAMS,Pil14_OFas_RhAMS,OFas_RhAMS,"1,19","8,45","0,42",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_51,2,Pil14,Pilaster14,Pilaster14_MRis01_OFas_RhAMS,Pil14_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"1,19","8,45","0,42",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_52,2,Pil15,Pilaster15,Pilaster15_OFas_RhAMS,Pil15_OFas_RhAMS,OFas_RhAMS,"1,19","8,45","0,42",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_53,2,Pil15,Pilaster15,Pilaster15_MRis01_OFas_RhAMS,Pil15_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"1,19","8,45","0,42",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_54,2,Pil16,Pilaster16,Pilaster16_OFas_RhAMS,Pil16_OFas_RhAMS,OFas_RhAMS,"1,19","8,45","0,42",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_55,2,Pil16,Pilaster16,Pilaster16_MRis01_OFas_RhAMS,Pil16_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"1,19","8,45","0,42",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_56,6,RhAMS,Rathaus Amsterdam,Rathaus Amsterdam_,RhAMS,,"81,52","25,55","6,79",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_57,3,SRis01,Seitenrisalit01,Seitenrisalit01_OFas_RhAMS,SRis01_OFas_RhAMS,OFas_RhAMS,"12,91","25,55","1,96",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_58,3,SRis02,Seitenrisalit02,Seitenrisalit02_OFas_RhAMS,SRis02_OFas_RhAMS,OFas_RhAMS,"12,91","25,55","1,96",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_59,2,SoGes,Sockelgesims,Sockelgesims_SRis02_OFas_RhAMS,SoGes_SRis02_OFas_RhAMS,SRis02_OFas_RhAMS,"12,32","0,41","0,50",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_60,2,SoGes,Sockelgesims,Sockelgesims_MRis01_OFas_RhAMS,SoGes_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"25,76","0,41","1,39",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_68,2,SoGes,Sockelgesims,Sockelgesims_SRis01_OFas_RhAMS,SocGes_SRis01_OFas_RhAMS,SRis01_OFas_RhAMS,"12,32","0,41","0,50",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_61,2,SoGes01,Sockelgesims01,Sockelgesims01_OFas_RhAMS,SoGes01_OFas_RhAMS,OFas_RhAMS,"15,29","0,41","0,50",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_62,2,SoGes02,Sockelgesims02,Sockelgesims02_OFas_RhAMS,SoGes02_OFas_RhAMS,OFas_RhAMS,"15,29","0,41","0,50",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_63,2,Soc,Sockel,Sockel_SRis02_OFas_RhAMS,Soc_SRis02_OFas_RhAMS,SRis02_OFas_RhAMS,"12,91","4,44","1,53",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_64,2,Soc,Sockel,Sockel_MRis01_OFas_RhAMS,Soc_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"25,54","3,69","0,49",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_65,2,Soc,Sockel,Sockel_SRis01_OFas_RhAMS,Soc_SRis01_OFas_RhAMS,SRis01_OFas_RhAMS,"12,91","4,44","1,53",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_66,2,Soc01,Sockel01,Sockel01_OFas_RhAMS,Soc01_OFas_RhAMS,OFas_RhAMS,"15,44","4,44","0,77",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_67,2,Soc02,Sockel02,Sockel02_OFas_RhAMS,Soc02_OFas_RhAMS,OFas_RhAMS,"15,79","4,44","0,77",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_69,2,TrGes,Traufgesims,Traufgesims_SRis02_OFas_RhAMS,TrGes_SRis02_OFas_RhAMS,SRis02_OFas_RhAMS,"12,27","1,60","1,03",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_70,2,TrGes,Traufgesims,Traufgesims_MRis01_OFas_RhAMS,TrGes_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"24,89","0,93","0,47",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_71,2,TrGes,Traufgesims,Traufgesims_SRis01_OFas_RhAMS,TrGes_SRis01_OFas_RhAMS,SRis01_OFas_RhAMS,"12,27","1,60","1,03",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_72,2,TrGes01,Traufgesims01,Traufgesims01_OFas_RhAMS,TrGes01_OFas_RhAMS,OFas_RhAMS,"15,50","1,60","1,05",0,0,0,0,0,0,0,0,0,0,0
ID1608011301_73,2,TrGes02,Traufgesims02,Traufgesims02_OFas_RhAMS,TrGes02_OFas_RhAMS,OFas_RhAMS,"15,50","1,60","1,05",0,0,0,0,0,0,0,0,0,0,0
ID1608011245_1,1,SL,Seitenrisalitstein_links,Seitenrisalitstein_links_MiGes_SRis01_OFas_RhAMS,SL_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,42","0,21","0,40",30,2,1,0,0,0,0,1,0,0,0
ID1608011245_2,1,SL1,Seitenrisalitstein_links1,Seitenrisalitstein_links1_MiGes_SRis01_OFas_RhAMS,SL1_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"2,99","0,21","0,40",30,2,1,0,0,0,0,1,0,0,0
ID1608011245_3,1,SL2,Seitenrisalitstein_links2,Seitenrisalitstein_links2_MiGes_SRis01_OFas_RhAMS,SL2_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,44","0,21","0,40",30,2,1,0,0,0,0,1,0,0,0
ID1608011245_4,1,SL3,Seitenrisalitstein_links3,Seitenrisalitstein_links3_MiGes_SRis01_OFas_RhAMS,SL3_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"3,36","0,21","0,40",30,2,1,0,0,0,0,1,0,0,0
ID1608011245_5,1,SL4,Seitenrisalitstein_links4,Seitenrisalitstein_links4_MiGes_SRis01_OFas_RhAMS,SL4_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"2,40","0,21","0,40",30,2,1,0,0,0,0,1,0,0,0
ID1608011245_6,1,SL5,Seitenrisalitstein_links5,Seitenrisalitstein_links5_MiGes_SRis01_OFas_RhAMS,SL5_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,48","0,21","0,40",30,2,1,0,0,0,0,1,0,0,0
ID1608011245_7,1,SL6,Seitenrisalitstein_links6,Seitenrisalitstein_links6_MiGes_SRis01_OFas_RhAMS,SL6_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,50","0,21","0,40",30,2,1,0,0,0,0,1,0,0,0
ID1608011245_8,1,SL7,Seitenrisalitstein_links7,Seitenrisalitstein_links7_MiGes_SRis01_OFas_RhAMS,SL7_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,45","0,21","0,40",30,2,1,0,0,0,0,1,0,0,0
ID1608011245_9,1,SL8,Seitenrisalitstein_links8,Seitenrisalitstein_links8_MiGes_SRis01_OFas_RhAMS,SL8_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,28","0,31","0,40",31,2,1,0,0,0,0,1,0,0,0
ID1608011245_10,1,SL9,Seitenrisalitstein_links9,Seitenrisalitstein_links9_MiGes_SRis01_OFas_RhAMS,SL9_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,74","0,31","0,40",31,2,1,0,0,0,0,1,0,0,0
ID1608011245_11,1,SL10,Seitenrisalitstein_links10,Seitenrisalitstein_links10_MiGes_SRis01_OFas_RhAMS,SL10_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,67","0,31","0,40",31,2,1,0,0,0,0,1,0,0,0
ID1608011245_12,1,SL11,Seitenrisalitstein_links11,Seitenrisalitstein_links11_MiGes_SRis01_OFas_RhAMS,SL11_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,39","0,31","0,40",31,2,1,0,0,0,0,1,0,0,0
ID1608011245_13,1,SL12,Seitenrisalitstein_links12,Seitenrisalitstein_links12_MiGes_SRis01_OFas_RhAMS,SL12_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,62","0,31","0,40",31,2,1,0,0,0,0,1,0,0,0
ID1608011245_14,1,SL13,Seitenrisalitstein_links13,Seitenrisalitstein_links13_MiGes_SRis01_OFas_RhAMS,SL13_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,69","0,31","0,40",31,2,1,0,0,0,0,1,0,0,0
ID1608011245_15,1,SL14,Seitenrisalitstein_links14,Seitenrisalitstein_links14_MiGes_SRis01_OFas_RhAMS,SL14_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"3,41","0,31","0,40",31,2,1,0,0,0,0,1,0,0,0
ID1608011245_16,1,SL15,Seitenrisalitstein_links15,Seitenrisalitstein_links15_MiGes_SRis01_OFas_RhAMS,SL15_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,32","0,31","0,40",31,2,1,0,0,0,0,1,0,0,0
ID1608011245_17,1,SL16,Seitenrisalitstein_links16,Seitenrisalitstein_links16_MiGes_SRis01_OFas_RhAMS,SL16_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,45","0,48","0,40",32,2,1,0,0,0,0,1,0,0,0
ID1608011245_18,1,SL17,Seitenrisalitstein_links17,Seitenrisalitstein_links17_MiGes_SRis01_OFas_RhAMS,SL17_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,67","0,48","0,40",32,2,1,0,0,0,0,1,0,0,0
ID1608011245_19,1,SL18,Seitenrisalitstein_links18,Seitenrisalitstein_links18_MiGes_SRis01_OFas_RhAMS,SL18_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,71","0,48","0,40",32,2,1,0,0,0,0,1,0,0,0
ID1608011245_20,1,SL19,Seitenrisalitstein_links19,Seitenrisalitstein_links19_MiGes_SRis01_OFas_RhAMS,SL19_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,83","0,48","0,40",32,2,1,0,0,0,0,1,0,0,0
ID1608011245_21,1,SL20,Seitenrisalitstein_links20,Seitenrisalitstein_links20_MiGes_SRis01_OFas_RhAMS,SL20_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,81","0,48","0,40",32,2,1,0,0,0,0,1,0,0,0
ID1608011245_22,1,SL21,Seitenrisalitstein_links21,Seitenrisalitstein_links21_MiGes_SRis01_OFas_RhAMS,SL21_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,64","0,48","0,40",32,2,1,0,0,0,0,1,0,0,0
ID1608011245_23,1,SL22,Seitenrisalitstein_links22,Seitenrisalitstein_links22_MiGes_SRis01_OFas_RhAMS,SL22_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,92","0,48","0,40",32,2,1,0,0,0,0,1,0,0,0
ID1608011245_24,1,SL23,Seitenrisalitstein_links23,Seitenrisalitstein_links23_MiGes_SRis01_OFas_RhAMS,SL23_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,78","0,48","0,40",32,2,1,0,0,0,0,1,0,0,0
ID1608011245_25,1,SL24,Seitenrisalitstein_links24,Seitenrisalitstein_links24_MiGes_SRis01_OFas_RhAMS,SL24_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,42","0,48","0,40",32,2,1,0,0,0,0,1,0,0,0
ID1608011245_26,1,SL25,Seitenrisalitstein_links25,Seitenrisalitstein_links25_MiGes_SRis01_OFas_RhAMS,SL25_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,66","0,48","0,40",32,2,1,0,0,0,0,1,0,0,0
ID1608011245_27,1,SL26,Seitenrisalitstein_links26,Seitenrisalitstein_links26_MiGes_SRis01_OFas_RhAMS,SL26_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,76","0,28","0,40",33,2,1,0,0,0,0,1,0,0,0
ID1608011245_28,1,SL27,Seitenrisalitstein_links27,Seitenrisalitstein_links27_MiGes_SRis01_OFas_RhAMS,SL27_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,50","0,28","0,40",33,2,1,0,0,0,0,1,0,0,0
ID1608011245_29,1,SL28,Seitenrisalitstein_links28,Seitenrisalitstein_links28_MiGes_SRis01_OFas_RhAMS,SL28_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,33","0,28","0,40",33,2,1,0,0,0,0,1,0,0,0
ID1608011245_30,1,SL29,Seitenrisalitstein_links29,Seitenrisalitstein_links29_MiGes_SRis01_OFas_RhAMS,SL29_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,80","0,28","0,40",33,2,1,0,0,0,0,1,0,0,0
ID1608011245_31,1,SL30,Seitenrisalitstein_links30,Seitenrisalitstein_links30_MiGes_SRis01_OFas_RhAMS,SL30_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,11","0,28","0,40",33,2,1,0,0,0,0,1,0,0,0
ID1608011245_32,1,SL31,Seitenrisalitstein_links31,Seitenrisalitstein_links31_MiGes_SRis01_OFas_RhAMS,SL31_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,45","0,28","0,40",33,2,1,0,0,0,0,1,0,0,0
ID1608011245_33,1,SL32,Seitenrisalitstein_links32,Seitenrisalitstein_links32_MiGes_SRis01_OFas_RhAMS,SL32_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,03","0,28","0,40",33,2,1,0,0,0,0,1,0,0,0
ID1608011245_34,1,SL33,Seitenrisalitstein_links33,Seitenrisalitstein_links33_MiGes_SRis01_OFas_RhAMS,SL33_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,08","0,28","0,40",33,2,1,0,0,0,0,1,0,0,0
ID1608011245_35,1,SL34,Seitenrisalitstein_links34,Seitenrisalitstein_links34_MiGes_SRis01_OFas_RhAMS,SL34_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,42","0,28","0,40",33,2,1,0,0,0,0,1,0,0,0
ID1608011245_36,1,SL35,Seitenrisalitstein_links35,Seitenrisalitstein_links35_MiGes_SRis01_OFas_RhAMS,SL35_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,69","0,28","0,40",33,2,1,0,0,0,0,1,0,0,0
ID1608011245_37,1,SL36,Seitenrisalitstein_links36,Seitenrisalitstein_links36_MiGes_SRis01_OFas_RhAMS,SL36_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,09","0,28","0,40",33,2,1,0,0,0,0,1,0,0,0
ID1608011245_38,1,Basis10,Basis10,Basis10_Pil01_SRis01_OFas_RhAMS,Basis10_Pil01_SRis01_OFas_RhAMS,Pil01_SRis01_OFas_RhAMS,"1,20","0,44","0,39",12,2,1,0,0,0,0,0,1,0,0
ID1608011245_39,1,Basis2,Basis2,Basis2_Pil01_SRis01_OFas_RhAMS,Basis2_Pil01_SRis01_OFas_RhAMS,Pil01_SRis01_OFas_RhAMS,"1,01","0,09","0,29",13,2,1,0,0,0,0,0,1,0,0
ID1608011245_40,1,Schaft10,Schaft10,Schaft10_Pil01_SRis01_OFas_RhAMS,Schaft10_Pil01_SRis01_OFas_RhAMS,Pil01_SRis01_OFas_RhAMS,"0,87","0,32","0,24",13,2,1,0,0,0,0,0,1,0,0
ID1608011245_41,1,Schaft9,Schaft9,Schaft9_Pil01_SRis01_OFas_RhAMS,Schaft9_Pil01_SRis01_OFas_RhAMS,Pil01_SRis01_OFas_RhAMS,"0,87","0,38","0,24",14,2,1,0,0,0,0,0,1,0,0
ID1608011245_42,1,Schaft8,Schaft8,Schaft8_Pil01_SRis01_OFas_RhAMS,Schaft8_Pil01_SRis01_OFas_RhAMS,Pil01_SRis01_OFas_RhAMS,"0,87","0,40","0,24",15,2,1,0,0,0,0,0,1,0,0
