Object,Name,Longname,ShortName,Link,Length,Height,Depth,Row,Level,Section,WIND_Left,WIND_Right,WIND_Top,WIND_Bott,Cornice,Pilaster,Festoon,Door
SR78,Seitenrisalitstein_rechts78,Seitenrisalitstein_rechts78_Soc_SRis02_OFas_RhAMS,SR78_Soc_SRis02_OFas_RhAMS,Soc_SRis02_OFas_RhAMS,"0,72","0,33","0,43",2,1,5,0,0,0,0,0,0,0,0
SR79,Seitenrisalitstein_rechts79,Seitenrisalitstein_rechts79_Soc_SRis02_OFas_RhAMS,SR79_Soc_SRis02_OFas_RhAMS,Soc_SRis02_OFas_RhAMS,"0,10","0,66","0,43",3,1,5,0,0,0,0,0,0,0,0
SR80,Seitenrisalitstein_rechts80,Seitenrisalitstein_rechts80_Soc_SRis02_OFas_RhAMS,SR80_Soc_SRis02_OFas_RhAMS,Soc_SRis02_OFas_RhAMS,"0,29","0,41","0,43",4,1,5,0,0,0,0,0,0,0,0
SR81,Seitenrisalitstein_rechts81,Seitenrisalitstein_rechts81_Soc_SRis02_OFas_RhAMS,SR81_Soc_SRis02_OFas_RhAMS,Soc_SRis02_OFas_RhAMS,"1,88","0,66","0,76",3,1,5,0,0,0,0,0,0,0,0
SR82,Seitenrisalitstein_rechts82,Seitenrisalitstein_rechts82_Soc_SRis02_OFas_RhAMS,SR82_Soc_SRis02_OFas_RhAMS,Soc_SRis02_OFas_RhAMS,"0,94","0,43","0,97",5,1,5,0,0,0,0,0,0,0,0
SR83,Seitenrisalitstein_rechts83,Seitenrisalitstein_rechts83_Soc_SRis02_OFas_RhAMS,SR83_Soc_SRis02_OFas_RhAMS,Soc_SRis02_OFas_RhAMS,"1,40","0,42","0,47",6,1,5,0,0,0,0,0,0,0,0
SR84,Seitenrisalitstein_rechts84,Seitenrisalitstein_rechts84_Soc_SRis02_OFas_RhAMS,SR84_Soc_SRis02_OFas_RhAMS,Soc_SRis02_OFas_RhAMS,"0,94","0,41","1,00",7,1,5,0,0,0,0,0,0,0,0
SR85,Seitenrisalitstein_rechts85,Seitenrisalitstein_rechts85_Soc_SRis02_OFas_RhAMS,SR85_Soc_SRis02_OFas_RhAMS,Soc_SRis02_OFas_RhAMS,"1,39","0,42","0,54",8,1,5,0,0,0,0,0,0,0,0
SR86,Seitenrisalitstein_rechts86,Seitenrisalitstein_rechts86_Soc_SRis02_OFas_RhAMS,SR86_Soc_SRis02_OFas_RhAMS,Soc_SRis02_OFas_RhAMS,"0,94","0,40","0,95",9,1,5,0,0,0,0,0,0,0,0
SR87,Seitenrisalitstein_rechts87,Seitenrisalitstein_rechts87_Soc_SRis02_OFas_RhAMS,SR87_Soc_SRis02_OFas_RhAMS,Soc_SRis02_OFas_RhAMS,"1,41","0,41","0,49",10,1,5,0,0,0,0,0,0,0,0
SR88,Seitenrisalitstein_rechts88,Seitenrisalitstein_rechts88_Soc_SRis02_OFas_RhAMS,SR88_Soc_SRis02_OFas_RhAMS,Soc_SRis02_OFas_RhAMS,"1,13","0,66","0,43",3,1,5,0,0,0,0,0,0,0,0
SR,Seitenrisalitstein_rechts,Seitenrisalitstein_rechts_SoGes_SRis02_OFas_RhAMS,SR_SoGes_SRis02_OFas_RhAMS,SoGes_SRis02_OFas_RhAMS,"1,01","0,41","0,50",11,1,5,0,0,0,0,1,0,0,0
SR89,Seitenrisalitstein_rechts89,Seitenrisalitstein_rechts89_SoGes_SRis02_OFas_RhAMS,SR89_SoGes_SRis02_OFas_RhAMS,SoGes_SRis02_OFas_RhAMS,"0,81","0,41","0,50",11,1,5,0,0,0,0,1,0,0,0
SR90,Seitenrisalitstein_rechts90,Seitenrisalitstein_rechts90_SoGes_SRis02_OFas_RhAMS,SR90_SoGes_SRis02_OFas_RhAMS,SoGes_SRis02_OFas_RhAMS,"3,38","0,41","0,50",11,1,5,0,0,0,0,1,0,0,0
SR91,Seitenrisalitstein_rechts91,Seitenrisalitstein_rechts91_SoGes_SRis02_OFas_RhAMS,SR91_SoGes_SRis02_OFas_RhAMS,SoGes_SRis02_OFas_RhAMS,"1,68","0,41","0,50",11,1,5,0,0,0,0,1,0,0,0
SR92,Seitenrisalitstein_rechts92,Seitenrisalitstein_rechts92_SoGes_SRis02_OFas_RhAMS,SR92_SoGes_SRis02_OFas_RhAMS,SoGes_SRis02_OFas_RhAMS,"0,76","0,41","0,50",11,1,5,0,0,0,0,1,0,0,0
SR93,Seitenrisalitstein_rechts93,Seitenrisalitstein_rechts93_SoGes_SRis02_OFas_RhAMS,SR93_SoGes_SRis02_OFas_RhAMS,SoGes_SRis02_OFas_RhAMS,"0,99","0,41","0,50",11,1,5,0,0,0,0,1,0,0,0
SR94,Seitenrisalitstein_rechts94,Seitenrisalitstein_rechts94_SoGes_SRis02_OFas_RhAMS,SR94_SoGes_SRis02_OFas_RhAMS,SoGes_SRis02_OFas_RhAMS,"1,71","0,41","0,50",11,1,5,0,0,0,0,1,0,0,0
SR95,Seitenrisalitstein_rechts95,Seitenrisalitstein_rechts95_SoGes_SRis02_OFas_RhAMS,SR95_SoGes_SRis02_OFas_RhAMS,SoGes_SRis02_OFas_RhAMS,"0,86","0,41","0,50",11,1,5,0,0,0,0,1,0,0,0
SR96,Seitenrisalitstein_rechts96,Seitenrisalitstein_rechts96_SoGes_SRis02_OFas_RhAMS,SR96_SoGes_SRis02_OFas_RhAMS,SoGes_SRis02_OFas_RhAMS,"0,92","0,41","0,50",11,1,5,0,0,0,0,1,0,0,0
Basis1,Basis1,Basis1_Pil01_SRis02_OFas_RhAMS,Basis1_Pil01_SRis02_OFas_RhAMS,Pil01_SRis02_OFas_RhAMS,"1,14","0,44","0,39",12,2,5,0,0,0,0,0,1,0,0
Schaft17,Schaft17,Schaft17_Pil01_SRis02_OFas_RhAMS,Schaft17_Pil01_SRis02_OFas_RhAMS,Pil01_SRis02_OFas_RhAMS,"0,87","0,32","0,24",13,2,5,0,0,0,0,0,1,0,0
Basis2,Basis2,Basis2_Pil01_SRis02_OFas_RhAMS,Basis2_Pil01_SRis02_OFas_RhAMS,Pil01_SRis02_OFas_RhAMS,"1,01","0,09","0,29",13,2,5,0,0,0,0,0,1,0,0
Schaft16,Schaft16,Schaft16_Pil01_SRis02_OFas_RhAMS,Schaft16_Pil01_SRis02_OFas_RhAMS,Pil01_SRis02_OFas_RhAMS,"0,87","0,39","0,24",14,2,5,0,0,0,0,0,1,0,0
Schaft15,Schaft15,Schaft15_Pil01_SRis02_OFas_RhAMS,Schaft15_Pil01_SRis02_OFas_RhAMS,Pil01_SRis02_OFas_RhAMS,"0,87","0,39","0,24",15,2,5,0,0,0,0,0,1,0,0
Schaft14,Schaft14,Schaft14_Pil01_SRis02_OFas_RhAMS,Schaft14_Pil01_SRis02_OFas_RhAMS,Pil01_SRis02_OFas_RhAMS,"0,87","0,40","0,24",16,2,5,0,0,0,0,0,1,0,0
Schaft13,Schaft13,Schaft13_Pil01_SRis02_OFas_RhAMS,Schaft13_Pil01_SRis02_OFas_RhAMS,Pil01_SRis02_OFas_RhAMS,"0,87","0,39","0,24",17,2,5,0,0,0,0,0,1,0,0
Schaft12,Schaft12,Schaft12_Pil01_SRis02_OFas_RhAMS,Schaft12_Pil01_SRis02_OFas_RhAMS,Pil01_SRis02_OFas_RhAMS,"0,87","0,40","0,24",18,2,5,0,0,0,0,0,1,0,0
Schaft11,Schaft11,Schaft11_Pil01_SRis02_OFas_RhAMS,Schaft11_Pil01_SRis02_OFas_RhAMS,Pil01_SRis02_OFas_RhAMS,"0,87","0,39","0,24",19,2,5,0,0,0,0,0,1,0,0
Schaft10,Schaft10,Schaft10_Pil01_SRis02_OFas_RhAMS,Schaft10_Pil01_SRis02_OFas_RhAMS,Pil01_SRis02_OFas_RhAMS,"0,87","0,39","0,24",20,2,5,0,0,0,0,0,1,0,0
Schaft9,Schaft9,Schaft9_Pil01_SRis02_OFas_RhAMS,Schaft9_Pil01_SRis02_OFas_RhAMS,Pil01_SRis02_OFas_RhAMS,"0,87","0,39","0,24",21,2,5,0,0,0,0,0,1,0,0
Schaft8,Schaft8,Schaft8_Pil01_SRis02_OFas_RhAMS,Schaft8_Pil01_SRis02_OFas_RhAMS,Pil01_SRis02_OFas_RhAMS,"0,87","0,39","0,24",22,2,5,0,0,0,0,0,1,0,0
Schaft7,Schaft7,Schaft7_Pil01_SRis02_OFas_RhAMS,Schaft7_Pil01_SRis02_OFas_RhAMS,Pil01_SRis02_OFas_RhAMS,"0,87","0,39","0,24",23,2,5,0,0,0,0,0,1,0,0
Schaft6,Schaft6,Schaft6_Pil01_SRis02_OFas_RhAMS,Schaft6_Pil01_SRis02_OFas_RhAMS,Pil01_SRis02_OFas_RhAMS,"0,87","0,39","0,24",23,2,5,0,0,0,0,0,1,0,0
Schaft5,Schaft5,Schaft5_Pil01_SRis02_OFas_RhAMS,Schaft5_Pil01_SRis02_OFas_RhAMS,Pil01_SRis02_OFas_RhAMS,"0,87","0,49","0,24",24,2,5,0,0,0,0,0,1,0,0
Schaft4,Schaft4,Schaft4_Pil01_SRis02_OFas_RhAMS,Schaft4_Pil01_SRis02_OFas_RhAMS,Pil01_SRis02_OFas_RhAMS,"0,87","0,40","0,24",25,2,5,0,0,0,0,0,1,0,0
Schaft3,Schaft3,Schaft3_Pil01_SRis02_OFas_RhAMS,Schaft3_Pil01_SRis02_OFas_RhAMS,Pil01_SRis02_OFas_RhAMS,"0,87","0,38","0,24",26,2,5,0,0,0,0,0,1,0,0
Schaft2,Schaft2,Schaft2_Pil01_SRis02_OFas_RhAMS,Schaft2_Pil01_SRis02_OFas_RhAMS,Pil01_SRis02_OFas_RhAMS,"0,87","0,38","0,24",27,2,5,0,0,0,0,0,1,0,0
Schaft1,Schaft1,Schaft1_Pil01_SRis02_OFas_RhAMS,Schaft1_Pil01_SRis02_OFas_RhAMS,Pil01_SRis02_OFas_RhAMS,"0,87","0,31","0,24",28,2,5,0,0,0,0,0,1,0,0
Kapitell,Kapitell,Kapitell_Pil01_SRis02_OFas_RhAMS,Kapitell_Pil01_SRis02_OFas_RhAMS,Pil01_SRis02_OFas_RhAMS,"1,28","1,20","0,40",29,2,5,0,0,0,0,0,1,0,0
Basis1,Basis1,Basis1_Pil02_SRis02_OFas_RhAMS,Basis1_Pil02_SRis02_OFas_RhAMS,Pil02_SRis02_OFas_RhAMS,"1,14","0,44","0,39",12,2,5,0,0,0,0,0,1,0,0
Schaft17,Schaft17,Schaft17_Pil02_SRis02_OFas_RhAMS,Schaft17_Pil02_SRis02_OFas_RhAMS,Pil02_SRis02_OFas_RhAMS,"0,87","0,32","0,24",13,2,5,0,0,0,0,0,1,0,0
Basis2,Basis2,Basis2_Pil02_SRis02_OFas_RhAMS,Basis2_Pil02_SRis02_OFas_RhAMS,Pil02_SRis02_OFas_RhAMS,"1,01","0,09","0,29",13,2,5,0,0,0,0,0,1,0,0
Schaft16,Schaft16,Schaft16_Pil02_SRis02_OFas_RhAMS,Schaft16_Pil02_SRis02_OFas_RhAMS,Pil02_SRis02_OFas_RhAMS,"0,87","0,38","0,24",14,2,5,0,0,0,0,0,1,0,0
Schaft15,Schaft15,Schaft15_Pil02_SRis02_OFas_RhAMS,Schaft15_Pil02_SRis02_OFas_RhAMS,Pil02_SRis02_OFas_RhAMS,"0,87","0,40","0,24",15,2,5,0,0,0,0,0,1,0,0
Schaft14,Schaft14,Schaft14_Pil02_SRis02_OFas_RhAMS,Schaft14_Pil02_SRis02_OFas_RhAMS,Pil02_SRis02_OFas_RhAMS,"0,87","0,40","0,24",16,2,5,0,0,0,0,0,1,0,0
Schaft13,Schaft13,Schaft13_Pil02_SRis02_OFas_RhAMS,Schaft13_Pil02_SRis02_OFas_RhAMS,Pil02_SRis02_OFas_RhAMS,"0,87","0,39","0,24",17,2,5,0,0,0,0,0,1,0,0
Schaft12,Schaft12,Schaft12_Pil02_SRis02_OFas_RhAMS,Schaft12_Pil02_SRis02_OFas_RhAMS,Pil02_SRis02_OFas_RhAMS,"0,87","0,40","0,24",18,2,5,0,0,0,0,0,1,0,0
Schaft11,Schaft11,Schaft11_Pil02_SRis02_OFas_RhAMS,Schaft11_Pil02_SRis02_OFas_RhAMS,Pil02_SRis02_OFas_RhAMS,"0,87","0,39","0,24",19,2,5,0,0,0,0,0,1,0,0
Schaft10,Schaft10,Schaft10_Pil02_SRis02_OFas_RhAMS,Schaft10_Pil02_SRis02_OFas_RhAMS,Pil02_SRis02_OFas_RhAMS,"0,87","0,39","0,24",20,2,5,0,0,0,0,0,1,0,0
Schaft9,Schaft9,Schaft9_Pil02_SRis02_OFas_RhAMS,Schaft9_Pil02_SRis02_OFas_RhAMS,Pil02_SRis02_OFas_RhAMS,"0,87","0,39","0,24",21,2,5,0,0,0,0,0,1,0,0
Schaft8,Schaft8,Schaft8_Pil02_SRis02_OFas_RhAMS,Schaft8_Pil02_SRis02_OFas_RhAMS,Pil02_SRis02_OFas_RhAMS,"0,87","0,39","0,24",22,2,5,0,0,0,0,0,1,0,0
Schaft7,Schaft7,Schaft7_Pil02_SRis02_OFas_RhAMS,Schaft7_Pil02_SRis02_OFas_RhAMS,Pil02_SRis02_OFas_RhAMS,"0,87","0,39","0,24",23,2,5,0,0,0,0,0,1,0,0
Schaft6,Schaft6,Schaft6_Pil02_SRis02_OFas_RhAMS,Schaft6_Pil02_SRis02_OFas_RhAMS,Pil02_SRis02_OFas_RhAMS,"0,87","0,39","0,24",23,2,5,0,0,0,0,0,1,0,0
Schaft5,Schaft5,Schaft5_Pil02_SRis02_OFas_RhAMS,Schaft5_Pil02_SRis02_OFas_RhAMS,Pil02_SRis02_OFas_RhAMS,"0,87","0,49","0,24",24,2,5,0,0,0,0,0,1,0,0
Schaft4,Schaft4,Schaft4_Pil02_SRis02_OFas_RhAMS,Schaft4_Pil02_SRis02_OFas_RhAMS,Pil02_SRis02_OFas_RhAMS,"0,87","0,40","0,24",25,2,5,0,0,0,0,0,1,0,0
Schaft3,Schaft3,Schaft3_Pil02_SRis02_OFas_RhAMS,Schaft3_Pil02_SRis02_OFas_RhAMS,Pil02_SRis02_OFas_RhAMS,"0,87","0,38","0,24",26,2,5,0,0,0,0,0,1,0,0
Schaft2,Schaft2,Schaft2_Pil02_SRis02_OFas_RhAMS,Schaft2_Pil02_SRis02_OFas_RhAMS,Pil02_SRis02_OFas_RhAMS,"0,87","0,38","0,24",27,2,5,0,0,0,0,0,1,0,0
Schaft1,Schaft1,Schaft1_Pil02_SRis02_OFas_RhAMS,Schaft1_Pil02_SRis02_OFas_RhAMS,Pil02_SRis02_OFas_RhAMS,"0,87","0,31","0,24",28,2,5,0,0,0,0,0,1,0,0
Kapitell,Kapitell,Kapitell_Pil02_SRis02_OFas_RhAMS,Kapitell_Pil02_SRis02_OFas_RhAMS,Pil02_SRis02_OFas_RhAMS,"1,28","1,20","0,40",29,2,5,0,0,0,0,0,1,0,0
Basis19,Basis19,Basis19_Pil03_SRis02_OFas_RhAMS,Basis19_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"1,14","0,44","0,39",12,2,5,0,0,0,0,0,1,0,0
Schaft33,Schaft33,Schaft33_Pil03_SRis02_OFas_RhAMS,Schaft33_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,32","0,24",13,2,5,0,0,0,0,0,1,0,0
Basis2,Basis2,Basis2_Pil03_SRis02_OFas_RhAMS,Basis2_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"1,01","0,09","0,29",13,2,5,0,0,0,0,0,1,0,0
Schaft32,Schaft32,Schaft32_Pil03_SRis02_OFas_RhAMS,Schaft32_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,38","0,24",14,2,5,0,0,0,0,0,1,0,0
Schaft31,Schaft31,Schaft31_Pil03_SRis02_OFas_RhAMS,Schaft31_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,40","0,24",15,2,5,0,0,0,0,0,1,0,0
Schaft30,Schaft30,Schaft30_Pil03_SRis02_OFas_RhAMS,Schaft30_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,40","0,24",16,2,5,0,0,0,0,0,1,0,0
Schaft29,Schaft29,Schaft29_Pil03_SRis02_OFas_RhAMS,Schaft29_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,39","0,24",17,2,5,0,0,0,0,0,1,0,0
Schaft28,Schaft28,Schaft28_Pil03_SRis02_OFas_RhAMS,Schaft28_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,40","0,24",18,2,5,0,0,0,0,0,1,0,0
Schaft27,Schaft27,Schaft27_Pil03_SRis02_OFas_RhAMS,Schaft27_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,39","0,24",19,2,5,0,0,0,0,0,1,0,0
Schaft26,Schaft26,Schaft26_Pil03_SRis02_OFas_RhAMS,Schaft26_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,39","0,24",20,2,5,0,0,0,0,0,1,0,0
Schaft25,Schaft25,Schaft25_Pil03_SRis02_OFas_RhAMS,Schaft25_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,39","0,24",21,2,5,0,0,0,0,0,1,0,0
Schaft24,Schaft24,Schaft24_Pil03_SRis02_OFas_RhAMS,Schaft24_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,39","0,24",22,2,5,0,0,0,0,0,1,0,0
Schaft23,Schaft23,Schaft23_Pil03_SRis02_OFas_RhAMS,Schaft23_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,39","0,24",23,2,5,0,0,0,0,0,1,0,0
Schaft22,Schaft22,Schaft22_Pil03_SRis02_OFas_RhAMS,Schaft22_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,39","0,24",23,2,5,0,0,0,0,0,1,0,0
Schaft21,Schaft21,Schaft21_Pil03_SRis02_OFas_RhAMS,Schaft21_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,49","0,24",24,2,5,0,0,0,0,0,1,0,0
Schaft20,Schaft20,Schaft20_Pil03_SRis02_OFas_RhAMS,Schaft20_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,40","0,24",25,2,5,0,0,0,0,0,1,0,0
Schaft19,Schaft19,Schaft19_Pil03_SRis02_OFas_RhAMS,Schaft19_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,38","0,24",26,2,5,0,0,0,0,0,1,0,0
Schaft18,Schaft18,Schaft18_Pil03_SRis02_OFas_RhAMS,Schaft18_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,38","0,24",27,2,5,0,0,0,0,0,1,0,0
Schaft17,Schaft17,Schaft17_Pil03_SRis02_OFas_RhAMS,Schaft17_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,31","0,24",28,2,5,0,0,0,0,0,1,0,0
Schaft16,Schaft16,Schaft16_Pil03_SRis02_OFas_RhAMS,Schaft16_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,38","0,24",14,2,5,0,0,0,0,0,1,0,0
Schaft15,Schaft15,Schaft15_Pil03_SRis02_OFas_RhAMS,Schaft15_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,40","0,24",15,2,5,0,0,0,0,0,1,0,0
Schaft14,Schaft14,Schaft14_Pil03_SRis02_OFas_RhAMS,Schaft14_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,40","0,24",16,2,5,0,0,0,0,0,1,0,0
Schaft13,Schaft13,Schaft13_Pil03_SRis02_OFas_RhAMS,Schaft13_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,39","0,24",17,2,5,0,0,0,0,0,1,0,0
Schaft12,Schaft12,Schaft12_Pil03_SRis02_OFas_RhAMS,Schaft12_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,40","0,24",18,2,5,0,0,0,0,0,1,0,0
Schaft11,Schaft11,Schaft11_Pil03_SRis02_OFas_RhAMS,Schaft11_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,39","0,24",19,2,5,0,0,0,0,0,1,0,0
Schaft10,Schaft10,Schaft10_Pil03_SRis02_OFas_RhAMS,Schaft10_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,39","0,24",20,2,5,0,0,0,0,0,1,0,0
Schaft9,Schaft9,Schaft9_Pil03_SRis02_OFas_RhAMS,Schaft9_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,39","0,24",21,2,5,0,0,0,0,0,1,0,0
Schaft8,Schaft8,Schaft8_Pil03_SRis02_OFas_RhAMS,Schaft8_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,39","0,24",22,2,5,0,0,0,0,0,1,0,0
Schaft7,Schaft7,Schaft7_Pil03_SRis02_OFas_RhAMS,Schaft7_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,39","0,24",23,2,5,0,0,0,0,0,1,0,0
Schaft6,Schaft6,Schaft6_Pil03_SRis02_OFas_RhAMS,Schaft6_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,39","0,24",0,0,5,0,0,0,0,0,1,0,0
Schaft5,Schaft5,Schaft5_Pil03_SRis02_OFas_RhAMS,Schaft5_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,49","0,24",24,2,5,0,0,0,0,0,1,0,0
Schaft4,Schaft4,Schaft4_Pil03_SRis02_OFas_RhAMS,Schaft4_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,40","0,24",25,2,5,0,0,0,0,0,1,0,0
Schaft3,Schaft3,Schaft3_Pil03_SRis02_OFas_RhAMS,Schaft3_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,38","0,24",26,2,5,0,0,0,0,0,1,0,0
Schaft2,Schaft2,Schaft2_Pil03_SRis02_OFas_RhAMS,Schaft2_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,38","0,24",27,2,5,0,0,0,0,0,1,0,0
Schaft1,Schaft1,Schaft1_Pil03_SRis02_OFas_RhAMS,Schaft1_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"0,87","0,31","0,24",28,2,5,0,0,0,0,0,1,0,0
Kapitell,Kapitell,Kapitell_Pil03_SRis02_OFas_RhAMS,Kapitell_Pil03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,"1,28","1,20","0,40",29,2,5,0,0,0,0,0,1,0,0
Basis20,Basis20,Basis20_Pil04_SRis02_OFas_RhAMS,Basis20_Pil04_SRis02_OFas_RhAMS,Pil04_SRis02_OFas_RhAMS,"1,20","0,44","0,39",12,2,5,0,0,0,0,0,1,0,0
Basis2,Basis2,Basis2_Pil04_SRis02_OFas_RhAMS,Basis2_Pil04_SRis02_OFas_RhAMS,Pil04_SRis02_OFas_RhAMS,"1,01","0,09","0,29",13,2,5,0,0,0,0,0,1,0,0
Schaft17,Schaft17,Schaft17_Pil04_SRis02_OFas_RhAMS,Schaft17_Pil04_SRis02_OFas_RhAMS,Pil04_SRis02_OFas_RhAMS,"0,87","0,32","0,24",13,2,5,0,0,0,0,0,1,0,0
Schaft16,Schaft16,Schaft16_Pil04_SRis02_OFas_RhAMS,Schaft16_Pil04_SRis02_OFas_RhAMS,Pil04_SRis02_OFas_RhAMS,"0,87","0,38","0,24",14,2,5,0,0,0,0,0,1,0,0
Schaft15,Schaft15,Schaft15_Pil04_SRis02_OFas_RhAMS,Schaft15_Pil04_SRis02_OFas_RhAMS,Pil04_SRis02_OFas_RhAMS,"0,87","0,40","0,24",15,2,5,0,0,0,0,0,1,0,0
Schaft14,Schaft14,Schaft14_Pil04_SRis02_OFas_RhAMS,Schaft14_Pil04_SRis02_OFas_RhAMS,Pil04_SRis02_OFas_RhAMS,"0,87","0,40","0,24",16,2,5,0,0,0,0,0,1,0,0
Schaft13,Schaft13,Schaft13_Pil04_SRis02_OFas_RhAMS,Schaft13_Pil04_SRis02_OFas_RhAMS,Pil04_SRis02_OFas_RhAMS,"0,87","0,39","0,24",17,2,5,0,0,0,0,0,1,0,0
Schaft12,Schaft12,Schaft12_Pil04_SRis02_OFas_RhAMS,Schaft12_Pil04_SRis02_OFas_RhAMS,Pil04_SRis02_OFas_RhAMS,"0,87","0,40","0,24",18,2,5,0,0,0,0,0,1,0,0
Schaft11,Schaft11,Schaft11_Pil04_SRis02_OFas_RhAMS,Schaft11_Pil04_SRis02_OFas_RhAMS,Pil04_SRis02_OFas_RhAMS,"0,87","0,39","0,24",19,2,5,0,0,0,0,0,1,0,0
Schaft10,Schaft10,Schaft10_Pil04_SRis02_OFas_RhAMS,Schaft10_Pil04_SRis02_OFas_RhAMS,Pil04_SRis02_OFas_RhAMS,"0,87","0,39","0,24",20,2,5,0,0,0,0,0,1,0,0
Schaft9,Schaft9,Schaft9_Pil04_SRis02_OFas_RhAMS,Schaft9_Pil04_SRis02_OFas_RhAMS,Pil04_SRis02_OFas_RhAMS,"0,87","0,39","0,24",21,2,5,0,0,0,0,0,1,0,0
Schaft8,Schaft8,Schaft8_Pil04_SRis02_OFas_RhAMS,Schaft8_Pil04_SRis02_OFas_RhAMS,Pil04_SRis02_OFas_RhAMS,"0,87","0,39","0,24",22,2,5,0,0,0,0,0,1,0,0
Schaft7,Schaft7,Schaft7_Pil04_SRis02_OFas_RhAMS,Schaft7_Pil04_SRis02_OFas_RhAMS,Pil04_SRis02_OFas_RhAMS,"0,87","0,39","0,24",23,2,5,0,0,0,0,0,1,0,0
Schaft6,Schaft6,Schaft6_Pil04_SRis02_OFas_RhAMS,Schaft6_Pil04_SRis02_OFas_RhAMS,Pil04_SRis02_OFas_RhAMS,"0,87","0,39","0,24",23,2,5,0,0,0,0,0,1,0,0
Schaft5,Schaft5,Schaft5_Pil04_SRis02_OFas_RhAMS,Schaft5_Pil04_SRis02_OFas_RhAMS,Pil04_SRis02_OFas_RhAMS,"0,87","0,49","0,24",24,2,5,0,0,0,0,0,1,0,0
Schaft4,Schaft4,Schaft4_Pil04_SRis02_OFas_RhAMS,Schaft4_Pil04_SRis02_OFas_RhAMS,Pil04_SRis02_OFas_RhAMS,"0,87","0,40","0,24",25,2,5,0,0,0,0,0,1,0,0
Schaft3,Schaft3,Schaft3_Pil04_SRis02_OFas_RhAMS,Schaft3_Pil04_SRis02_OFas_RhAMS,Pil04_SRis02_OFas_RhAMS,"0,87","0,38","0,24",26,2,5,0,0,0,0,0,1,0,0
Schaft2,Schaft2,Schaft2_Pil04_SRis02_OFas_RhAMS,Schaft2_Pil04_SRis02_OFas_RhAMS,Pil04_SRis02_OFas_RhAMS,"0,87","0,38","0,24",27,2,5,0,0,0,0,0,1,0,0
