Object,Name,Longname,ShortName,Link,Length,Height,Depth,Row,Level,Section,WIND_Left,WIND_Right,WIND_Top,WIND_Bott,Cornice,Pilaster,Festoon,Door
MRis01,Mittelrisalitrisalit01,Mittelrisalitrisalit01_OFas_RhAMS,MRis01_OFas_RhAMS,OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
MiGes,Mittelrisalitgesims,Mittelrisalitgesims_SRis02_OFas_RhAMS,MiGes_SRis02_OFas_RhAMS,SRis02_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
MiGes,Mittelrisalitgesims,Mittelrisalitgesims_MRis01_OFas_RhAMS,MiGes_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
MiGes,Mittelrisalitgesims,Mittelrisalitgesims_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,SRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
MiGes01,Mittelrisalitgesims01,Mittelrisalitgesims01_OFas_RhAMS,MiGes01_OFas_RhAMS,OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
MiGes02,Mittelrisalitgesims02,Mittelrisalitgesims02_OFas_RhAMS,MiGes02_OFas_RhAMS,OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
OFas,Ostfassade,Ostfassade_RhAMS,OFas_RhAMS,RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil01,Pilaster01,Pilaster01_OFas_RhAMS,Pil01_OFas_RhAMS,OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil01,Pilaster01,Pilaster01_SRis02_OFas_RhAMS,Pil01_SRis02_OFas_RhAMS,SRis02_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil01,Pilaster01,Pilaster01_MRis01_OFas_RhAMS,Pil01_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil01,Pilaster01,Pilaster01_SRis01_OFas_RhAMS,Pil01_SRis01_OFas_RhAMS,SRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil02,Pilaster02,Pilaster02_OFas_RhAMS,Pil02_OFas_RhAMS,OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil02,Pilaster02,Pilaster02_SRis02_OFas_RhAMS,Pil02_SRis02_OFas_RhAMS,SRis02_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil02,Pilaster02,Pilaster02_MRis01_OFas_RhAMS,Pil02_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil02,Pilaster02,Pilaster02_SRis01_OFas_RhAMS,Pil02_SRis01_OFas_RhAMS,SRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil03,Pilaster03,Pilaster03_OFas_RhAMS,Pil03_OFas_RhAMS,OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil03,Pilaster03,Pilaster03_SRis02_OFas_RhAMS,Pil03_SRis02_OFas_RhAMS,SRis02_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil03,Pilaster03,Pilaster03_MRis01_OFas_RhAMS,Pil03_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil03,Pilaster03,Pilaster03_SRis01_OFas_RhAMS,Pil03_SRis01_OFas_RhAMS,SRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil04,Pilaster04,Pilaster04_OFas_RhAMS,Pil04_OFas_RhAMS,OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil04,Pilaster04,Pilaster04_SRis02_OFas_RhAMS,Pil04_SRis02_OFas_RhAMS,SRis02_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil04,Pilaster04,Pilaster04_MRis01_OFas_RhAMS,Pil04_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil04,Pilaster04,Pilaster04_SRis01_OFas_RhAMS,Pil04_SRis01_OFas_RhAMS,SRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil05,Pilaster05,Pilaster05_OFas_RhAMS,Pil05_OFas_RhAMS,OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil05,Pilaster05,Pilaster05_SRis02_OFas_RhAMS,Pil05_SRis02_OFas_RhAMS,SRis02_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil05,Pilaster05,Pilaster05_MRis01_OFas_RhAMS,Pil05_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil05,Pilaster05,Pilaster05_SRis01_OFas_RhAMS,Pil05_SRis01_OFas_RhAMS,SRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil06,Pilaster06,Pilaster06_OFas_RhAMS,Pil06_OFas_RhAMS,OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil06,Pilaster06,Pilaster06_SRis02_OFas_RhAMS,Pil06_SRis02_OFas_RhAMS,SRis02_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil06,Pilaster06,Pilaster06_MRis01_OFas_RhAMS,Pil06_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil06,Pilaster06,Pilaster06_SRis01_OFas_RhAMS,Pil06_SRis01_OFas_RhAMS,SRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil07,Pilaster07,Pilaster07_OFas_RhAMS,Pil07_OFas_RhAMS,OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil07,Pilaster07,Pilaster07_SRis02_OFas_RhAMS,Pil07_SRis02_OFas_RhAMS,SRis02_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil07,Pilaster07,Pilaster07_MRis01_OFas_RhAMS,Pil07_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil07,Pilaster07,Pilaster07_SRis01_OFas_RhAMS,Pil07_SRis01_OFas_RhAMS,SRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil08,Pilaster08,Pilaster08_OFas_RhAMS,Pil08_OFas_RhAMS,OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil08,Pilaster08,Pilaster08_SRis02_OFas_RhAMS,Pil08_SRis02_OFas_RhAMS,SRis02_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil08,Pilaster08,Pilaster08_MRis01_OFas_RhAMS,Pil08_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil08,Pilaster08,Pilaster08_SRis01_OFas_RhAMS,Pil08_SRis01_OFas_RhAMS,SRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil09,Pilaster09,Pilaster09_OFas_RhAMS,Pil09_OFas_RhAMS,OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil09,Pilaster09,Pilaster09_MRis01_OFas_RhAMS,Pil09_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil10,Pilaster10,Pilaster10_OFas_RhAMS,Pil10_OFas_RhAMS,OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil10,Pilaster10,Pilaster10_MRis01_OFas_RhAMS,Pil10_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil11,Pilaster11,Pilaster11_OFas_RhAMS,Pil11_OFas_RhAMS,OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil11,Pilaster11,Pilaster11_MRis01_OFas_RhAMS,Pil11_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil12,Pilaster12,Pilaster12_OFas_RhAMS,Pil12_OFas_RhAMS,OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil12,Pilaster12,Pilaster12_MRis01_OFas_RhAMS,Pil12_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil13,Pilaster13,Pilaster13_OFas_RhAMS,Pil13_OFas_RhAMS,OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil13,Pilaster13,Pilaster13_MRis01_OFas_RhAMS,Pil13_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil14,Pilaster14,Pilaster14_OFas_RhAMS,Pil14_OFas_RhAMS,OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil14,Pilaster14,Pilaster14_MRis01_OFas_RhAMS,Pil14_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil15,Pilaster15,Pilaster15_OFas_RhAMS,Pil15_OFas_RhAMS,OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil15,Pilaster15,Pilaster15_MRis01_OFas_RhAMS,Pil15_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil16,Pilaster16,Pilaster16_OFas_RhAMS,Pil16_OFas_RhAMS,OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Pil16,Pilaster16,Pilaster16_MRis01_OFas_RhAMS,Pil16_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
RhAMS,Rathaus Amsterdam,Rathaus Amsterdam_,RhAMS,,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
SRis01,Seitenrisalit01,Seitenrisalit01_OFas_RhAMS,SRis01_OFas_RhAMS,OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
SRis02,Seitenrisalit02,Seitenrisalit02_OFas_RhAMS,SRis02_OFas_RhAMS,OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
SoGes,Sockelgesims,Sockelgesims_SRis02_OFas_RhAMS,SoGes_SRis02_OFas_RhAMS,SRis02_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
SoGes,Sockelgesims,Sockelgesims_MRis01_OFas_RhAMS,SoGes_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
SoGes01,Sockelgesims01,Sockelgesims01_OFas_RhAMS,SoGes01_OFas_RhAMS,OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
SoGes02,Sockelgesims02,Sockelgesims02_OFas_RhAMS,SoGes02_OFas_RhAMS,OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Soc,Sockel,Sockel_SRis02_OFas_RhAMS,Soc_SRis02_OFas_RhAMS,SRis02_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Soc,Sockel,Sockel_MRis01_OFas_RhAMS,Soc_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Soc,Sockel,Sockel_SRis01_OFas_RhAMS,Soc_SRis01_OFas_RhAMS,SRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Soc01,Sockel01,Sockel01_OFas_RhAMS,Soc01_OFas_RhAMS,OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
Soc02,Sockel02,Sockel02_OFas_RhAMS,Soc02_OFas_RhAMS,OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
SocGes,SockelGes,SockelGes_SRis01_OFas_RhAMS,SocGes_SRis01_OFas_RhAMS,SRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
TrGes,Traufgesims,Traufgesims_SRis02_OFas_RhAMS,TrGes_SRis02_OFas_RhAMS,SRis02_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
TrGes,Traufgesims,Traufgesims_MRis01_OFas_RhAMS,TrGes_MRis01_OFas_RhAMS,MRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
TrGes,Traufgesims,Traufgesims_SRis01_OFas_RhAMS,TrGes_SRis01_OFas_RhAMS,SRis01_OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
TrGes01,Traufgesims01,Traufgesims01_OFas_RhAMS,TrGes01_OFas_RhAMS,OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
TrGes02,Traufgesims02,Traufgesims02_OFas_RhAMS,TrGes02_OFas_RhAMS,OFas_RhAMS,"0,00","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0
SL,Seitenrisalitstein_links,Seitenrisalitstein_links_MiGes_SRis01_OFas_RhAMS,SL_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,42","0,21","0,40",30,2,1,0,0,0,0,1,0,0,0
SL1,Seitenrisalitstein_links1,Seitenrisalitstein_links1_MiGes_SRis01_OFas_RhAMS,SL1_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"2,99","0,21","0,40",30,2,1,0,0,0,0,1,0,0,0
SL2,Seitenrisalitstein_links2,Seitenrisalitstein_links2_MiGes_SRis01_OFas_RhAMS,SL2_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,44","0,21","0,40",30,2,1,0,0,0,0,1,0,0,0
SL3,Seitenrisalitstein_links3,Seitenrisalitstein_links3_MiGes_SRis01_OFas_RhAMS,SL3_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"3,36","0,21","0,40",30,2,1,0,0,0,0,1,0,0,0
SL4,Seitenrisalitstein_links4,Seitenrisalitstein_links4_MiGes_SRis01_OFas_RhAMS,SL4_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"2,40","0,21","0,40",30,2,1,0,0,0,0,1,0,0,0
SL5,Seitenrisalitstein_links5,Seitenrisalitstein_links5_MiGes_SRis01_OFas_RhAMS,SL5_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,48","0,21","0,40",30,2,1,0,0,0,0,1,0,0,0
SL6,Seitenrisalitstein_links6,Seitenrisalitstein_links6_MiGes_SRis01_OFas_RhAMS,SL6_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,50","0,21","0,40",30,2,1,0,0,0,0,1,0,0,0
SL7,Seitenrisalitstein_links7,Seitenrisalitstein_links7_MiGes_SRis01_OFas_RhAMS,SL7_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,45","0,21","0,40",30,2,1,0,0,0,0,1,0,0,0
SL8,Seitenrisalitstein_links8,Seitenrisalitstein_links8_MiGes_SRis01_OFas_RhAMS,SL8_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,28","0,31","0,40",31,2,1,0,0,0,0,1,0,0,0
SL9,Seitenrisalitstein_links9,Seitenrisalitstein_links9_MiGes_SRis01_OFas_RhAMS,SL9_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,74","0,31","0,40",31,2,1,0,0,0,0,1,0,0,0
SL10,Seitenrisalitstein_links10,Seitenrisalitstein_links10_MiGes_SRis01_OFas_RhAMS,SL10_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,67","0,31","0,40",31,2,1,0,0,0,0,1,0,0,0
SL11,Seitenrisalitstein_links11,Seitenrisalitstein_links11_MiGes_SRis01_OFas_RhAMS,SL11_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,39","0,31","0,40",31,2,1,0,0,0,0,1,0,0,0
SL12,Seitenrisalitstein_links12,Seitenrisalitstein_links12_MiGes_SRis01_OFas_RhAMS,SL12_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,62","0,31","0,40",31,2,1,0,0,0,0,1,0,0,0
SL13,Seitenrisalitstein_links13,Seitenrisalitstein_links13_MiGes_SRis01_OFas_RhAMS,SL13_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,69","0,31","0,40",31,2,1,0,0,0,0,1,0,0,0
SL14,Seitenrisalitstein_links14,Seitenrisalitstein_links14_MiGes_SRis01_OFas_RhAMS,SL14_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"3,41","0,31","0,40",31,2,1,0,0,0,0,1,0,0,0
SL15,Seitenrisalitstein_links15,Seitenrisalitstein_links15_MiGes_SRis01_OFas_RhAMS,SL15_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,32","0,31","0,40",31,2,1,0,0,0,0,1,0,0,0
SL16,Seitenrisalitstein_links16,Seitenrisalitstein_links16_MiGes_SRis01_OFas_RhAMS,SL16_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,45","0,48","0,40",32,2,1,0,0,0,0,1,0,0,0
SL17,Seitenrisalitstein_links17,Seitenrisalitstein_links17_MiGes_SRis01_OFas_RhAMS,SL17_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,67","0,48","0,40",32,2,1,0,0,0,0,1,0,0,0
SL18,Seitenrisalitstein_links18,Seitenrisalitstein_links18_MiGes_SRis01_OFas_RhAMS,SL18_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,71","0,48","0,40",32,2,1,0,0,0,0,1,0,0,0
SL19,Seitenrisalitstein_links19,Seitenrisalitstein_links19_MiGes_SRis01_OFas_RhAMS,SL19_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,83","0,48","0,40",32,2,1,0,0,0,0,1,0,0,0
SL20,Seitenrisalitstein_links20,Seitenrisalitstein_links20_MiGes_SRis01_OFas_RhAMS,SL20_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,81","0,48","0,40",32,2,1,0,0,0,0,1,0,0,0
SL21,Seitenrisalitstein_links21,Seitenrisalitstein_links21_MiGes_SRis01_OFas_RhAMS,SL21_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,64","0,48","0,40",32,2,1,0,0,0,0,1,0,0,0
SL22,Seitenrisalitstein_links22,Seitenrisalitstein_links22_MiGes_SRis01_OFas_RhAMS,SL22_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,92","0,48","0,40",32,2,1,0,0,0,0,1,0,0,0
SL23,Seitenrisalitstein_links23,Seitenrisalitstein_links23_MiGes_SRis01_OFas_RhAMS,SL23_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,78","0,48","0,40",32,2,1,0,0,0,0,1,0,0,0
SL24,Seitenrisalitstein_links24,Seitenrisalitstein_links24_MiGes_SRis01_OFas_RhAMS,SL24_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,42","0,48","0,40",32,2,1,0,0,0,0,1,0,0,0
SL25,Seitenrisalitstein_links25,Seitenrisalitstein_links25_MiGes_SRis01_OFas_RhAMS,SL25_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,66","0,48","0,40",32,2,1,0,0,0,0,1,0,0,0
SL26,Seitenrisalitstein_links26,Seitenrisalitstein_links26_MiGes_SRis01_OFas_RhAMS,SL26_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,76","0,28","0,40",33,2,1,0,0,0,0,1,0,0,0
SL27,Seitenrisalitstein_links27,Seitenrisalitstein_links27_MiGes_SRis01_OFas_RhAMS,SL27_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,50","0,28","0,40",33,2,1,0,0,0,0,1,0,0,0
SL28,Seitenrisalitstein_links28,Seitenrisalitstein_links28_MiGes_SRis01_OFas_RhAMS,SL28_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,33","0,28","0,40",33,2,1,0,0,0,0,1,0,0,0
SL29,Seitenrisalitstein_links29,Seitenrisalitstein_links29_MiGes_SRis01_OFas_RhAMS,SL29_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"0,80","0,28","0,40",33,2,1,0,0,0,0,1,0,0,0
SL30,Seitenrisalitstein_links30,Seitenrisalitstein_links30_MiGes_SRis01_OFas_RhAMS,SL30_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,11","0,28","0,40",33,2,1,0,0,0,0,1,0,0,0
SL31,Seitenrisalitstein_links31,Seitenrisalitstein_links31_MiGes_SRis01_OFas_RhAMS,SL31_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,45","0,28","0,40",33,2,1,0,0,0,0,1,0,0,0
SL32,Seitenrisalitstein_links32,Seitenrisalitstein_links32_MiGes_SRis01_OFas_RhAMS,SL32_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,03","0,28","0,40",33,2,1,0,0,0,0,1,0,0,0
SL33,Seitenrisalitstein_links33,Seitenrisalitstein_links33_MiGes_SRis01_OFas_RhAMS,SL33_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,08","0,28","0,40",33,2,1,0,0,0,0,1,0,0,0
SL34,Seitenrisalitstein_links34,Seitenrisalitstein_links34_MiGes_SRis01_OFas_RhAMS,SL34_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,42","0,28","0,40",33,2,1,0,0,0,0,1,0,0,0
SL35,Seitenrisalitstein_links35,Seitenrisalitstein_links35_MiGes_SRis01_OFas_RhAMS,SL35_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,69","0,28","0,40",33,2,1,0,0,0,0,1,0,0,0
SL36,Seitenrisalitstein_links36,Seitenrisalitstein_links36_MiGes_SRis01_OFas_RhAMS,SL36_MiGes_SRis01_OFas_RhAMS,MiGes_SRis01_OFas_RhAMS,"1,09","0,28","0,40",33,2,1,0,0,0,0,1,0,0,0
Basis10,Basis10,Basis10_Pil01_SRis01_OFas_RhAMS,Basis10_Pil01_SRis01_OFas_RhAMS,Pil01_SRis01_OFas_RhAMS,"1,20","0,44","0,39",12,2,1,0,0,0,0,0,1,0,0
Basis2,Basis2,Basis2_Pil01_SRis01_OFas_RhAMS,Basis2_Pil01_SRis01_OFas_RhAMS,Pil01_SRis01_OFas_RhAMS,"1,01","0,09","0,29",13,2,1,0,0,0,0,0,1,0,0
Schaft10,Schaft10,Schaft10_Pil01_SRis01_OFas_RhAMS,Schaft10_Pil01_SRis01_OFas_RhAMS,Pil01_SRis01_OFas_RhAMS,"0,87","0,32","0,24",13,2,1,0,0,0,0,0,1,0,0
Schaft9,Schaft9,Schaft9_Pil01_SRis01_OFas_RhAMS,Schaft9_Pil01_SRis01_OFas_RhAMS,Pil01_SRis01_OFas_RhAMS,"0,87","0,38","0,24",14,2,1,0,0,0,0,0,1,0,0
Schaft8,Schaft8,Schaft8_Pil01_SRis01_OFas_RhAMS,Schaft8_Pil01_SRis01_OFas_RhAMS,Pil01_SRis01_OFas_RhAMS,"0,87","0,40","0,24",15,2,1,0,0,0,0,0,1,0,0
Schaft7,Schaft7,Schaft7_Pil01_SRis01_OFas_RhAMS,Schaft7_Pil01_SRis01_OFas_RhAMS,Pil01_SRis01_OFas_RhAMS,"0,87","0,40","0,24",16,2,1,0,0,0,0,0,1,0,0
Schaft6,Schaft6,Schaft6_Pil01_SRis01_OFas_RhAMS,Schaft6_Pil01_SRis01_OFas_RhAMS,Pil01_SRis01_OFas_RhAMS,"0,87","0,39","0,24",17,2,1,0,0,0,0,0,1,0,0
Schaft5,Schaft5,Schaft5_Pil01_SRis01_OFas_RhAMS,Schaft5_Pil01_SRis01_OFas_RhAMS,Pil01_SRis01_OFas_RhAMS,"0,87","0,40","0,24",18,2,1,0,0,0,0,0,1,0,0
Schaft4,Schaft4,Schaft4_Pil01_SRis01_OFas_RhAMS,Schaft4_Pil01_SRis01_OFas_RhAMS,Pil01_SRis01_OFas_RhAMS,"0,87","0,39","0,24",19,2,1,0,0,0,0,0,1,0,0
Schaft3,Schaft3,Schaft3_Pil01_SRis01_OFas_RhAMS,Schaft3_Pil01_SRis01_OFas_RhAMS,Pil01_SRis01_OFas_RhAMS,"0,87","0,39","0,24",20,2,1,0,0,0,0,0,1,0,0
Schaft2,Schaft2,Schaft2_Pil01_SRis01_OFas_RhAMS,Schaft2_Pil01_SRis01_OFas_RhAMS,Pil01_SRis01_OFas_RhAMS,"0,87","0,39","0,24",21,2,1,0,0,0,0,0,1,0,0
Schaft1,Schaft1,Schaft1_Pil01_SRis01_OFas_RhAMS,Schaft1_Pil01_SRis01_OFas_RhAMS,Pil01_SRis01_OFas_RhAMS,"0,87","0,39","0,24",22,2,1,0,0,0,0,0,1,0,0
Schaft17,Schaft17,Schaft17_Pil01_SRis01_OFas_RhAMS,Schaft17_Pil01_SRis01_OFas_RhAMS,Pil01_SRis01_OFas_RhAMS,"0,87","0,39","0,24",23,2,1,0,0,0,0,0,1,0,0
Schaft16,Schaft16,Schaft16_Pil01_SRis01_OFas_RhAMS,Schaft16_Pil01_SRis01_OFas_RhAMS,Pil01_SRis01_OFas_RhAMS,"0,87","0,39","0,24",23,2,1,0,0,0,0,0,1,0,0
Schaft15,Schaft15,Schaft15_Pil01_SRis01_OFas_RhAMS,Schaft15_Pil01_SRis01_OFas_RhAMS,Pil01_SRis01_OFas_RhAMS,"0,87","0,49","0,24",24,2,1,0,0,0,0,0,1,0,0
