ID,Hierarchy,Object,ShortName,Link
THL_TR_ID160818135328_1121,1.0,TS2,TS2_TR_SWFas_RhLEI,TR_SWFas_RhLEI,-15.161065101623535,0.7676562744788251,-15.042459487915039,0.7676562744788251,-15.042459487915039,1.0592184740714155,-15.161065101623535,1.0592178780249677
THL_TR_ID160818135328_1122,1.0,TS3,TS3_TR_SWFas_RhLEI,TR_SWFas_RhLEI,-16.58013153076172,0.7676562744788251,-15.166851043701172,0.7676562744788251,-15.166851043701172,1.0592184740714155,-16.58013153076172,1.0592178780249677
THL_TR_ID160818135328_1123,1.0,TS4,TS4_TR_SWFas_RhLEI,TR_SWFas_RhLEI,-15.161065101623535,1.0668074566535077,-15.042459487915039,1.0668074566535077,-15.042459487915039,1.2404511648825727,-15.161065101623535,1.2404506880454145
THL_TR_ID160818135328_1124,1.0,TS5,TS5_TR_SWFas_RhLEI,TR_SWFas_RhLEI,-16.5611515045166,1.0668073374442182,-15.166851043701172,1.0668073374442182,-15.166851043701172,1.2404511648825727,-16.5611515045166,1.2404506880454145
THL_TR_ID160818135328_1125,1.0,TS6,TS6_TR_SWFas_RhLEI,TR_SWFas_RhLEI,-16.384227752685547,1.5437305647543988,-16.384227752685547,1.246577687900456,-15.36335277557373,1.2465775686911664,-15.857722282409668,1.5437305647543988
THL_TR_ID160818135328_1126,1.0,TS7,TS7_TR_SWFas_RhLEI,TR_SWFas_RhLEI,-15.165536880493164,0.1355953815988622,-15.01478385925293,0.1355953815988622,-15.01478385925293,0.6033985096625409,-15.165536880493164,0.6033979136160932
THL_TR_ID160818135328_1127,1.0,TS8,TS8_TR_SWFas_RhLEI,TR_SWFas_RhLEI,-15.165536880493164,-0.30856650288781307,-15.001601219177246,-0.30856650288781307,-15.001601219177246,0.12760502133885243,-15.165536880493164,0.12760454450169423
THL_TR_ID160818135328_1128,1.0,TS9,TS9_TR_SWFas_RhLEI,TR_SWFas_RhLEI,-14.100262641906738,-0.40536325391015193,-13.149906158447266,-0.40536325391015193,-13.149906158447266,-0.0512623112984576,-14.100262641906738,-0.0512630265541949
THL_TR_ID160818135328_1129,1.0,TS10,TS10_TR_SWFas_RhLEI,TR_SWFas_RhLEI,-13.140578269958496,-0.40536325391015193,-12.612298011779785,-0.40536325391015193,-12.612298011779785,-0.0512623112984576,-13.140578269958496,-0.0512630265541949
THL_TR_ID160818135328_1130,1.0,TS11,TS11_TR_SWFas_RhLEI,TR_SWFas_RhLEI,-14.087403297424316,-0.04733627255639217,-12.889511108398438,-0.04733627255639217,-12.889511108398438,-0.021175793964473222,-13.150275230407715,0.14520675722876408,-14.087403297424316,0.14520628039160588
THL_TR_ID160818135328_1131,1.0,TS12,TS12_TR_SWFas_RhLEI,TR_SWFas_RhLEI,-14.077194213867188,0.15246982161322453,-13.170416831970215,0.15246982161322453,-13.170416831970215,0.1578363854102216,-13.718493461608887,0.507540651004704,-14.077194213867188,0.507540651004704
THL_TR_ID160818135328_1132,1.0,TS13,TS13_TR_SWFas_RhLEI,TR_SWFas_RhLEI,-13.82957649230957,0.5127458054236493,-13.723584175109863,0.5127458054236493,-13.723584175109863,0.5181123692206464,-13.82957649230957,0.5871070105246625
THL_TR_ID160818135328_1133,1.0,TS17,TS17_TR_SWFas_RhLEI,TR_SWFas_RhLEI,-16.441604614257812,1.7189963537863813,-16.154708862304688,1.7189963537863813,-16.441604614257812,1.8923304754904828
THL_TR_ID160818135328_1134,1.0,TS18,TS18_TR_SWFas_RhLEI,TR_SWFas_RhLEI,-16.575389862060547,1.7138575989417157,-16.575389862060547,1.5520641285590253,-15.87158489227295,1.5520641285590253,-16.140762329101562,1.7138575989417157
THL_TR_ID160818135328_1135,1.0,TS19,TS19_TR_SWFas_RhLEI,TR_SWFas_RhLEI,-16.611970901489258,0.1355953815988622,-16.461727142333984,0.1355953815988622,-16.461727142333984,0.6033985096625409,-16.611970901489258,0.6033979136160932
